Titulo;Descripcion;Categoria;latitud;longitud;fecha del hecho;provincia;hora
3920;Colision vehiculo-persona;Accidente automovilistico;-35;-59;1/9/2017;Buenos Aires;23
3921;Colision vehiculo-persona;Accidente automovilistico;-35;-59;1/9/2017;Buenos Aires;23
3922;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/9/2017;Buenos Aires;23
3923;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/9/2017;Buenos Aires;23
3924;Colision vehiculo-objeto;Accidente automovilistico;-35;-59;1/9/2017;Buenos Aires;23
3925;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-61;2/9/2017;Buenos Aires;23
3926;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-61;2/9/2017;Buenos Aires;23
3927;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/9/2017;Buenos Aires;23
3928;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/9/2017;Buenos Aires;23
3929;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;2/9/2017;Buenos Aires;23
3930;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;2/9/2017;Buenos Aires;23
3931;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;2/9/2017;Buenos Aires;23
3932;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;2/9/2017;Buenos Aires;23
3933;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;2/9/2017;Buenos Aires;23
3934;Colision vehiculo-persona;Accidente automovilistico;-35;-59;3/9/2017;Buenos Aires;23
3935;Colision vehiculo-persona;Accidente automovilistico;-35;-59;3/9/2017;Buenos Aires;23
3936;Colision vehiculo-objeto;Accidente automovilistico;-34;-59;4/9/2017;Buenos Aires;23
3937;Colision vehiculo-persona;Accidente automovilistico;-35;-58;5/9/2017;Buenos Aires;23
3938;Colision vehiculo-persona;Accidente automovilistico;-35;-58;5/9/2017;Buenos Aires;23
3939;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;6/9/2017;Buenos Aires;23
3940;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;6/9/2017;Buenos Aires;23
3941;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;6/9/2017;Buenos Aires;23
3942;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;6/9/2017;Buenos Aires;23
3943;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;6/9/2017;Buenos Aires;23
3944;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;6/9/2017;Buenos Aires;23
3945;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/9/2017;Buenos Aires;23
3946;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/9/2017;Buenos Aires;23
3947;Sin determinar;Accidente automovilistico;-35;-59;7/9/2017;Buenos Aires;23
3948;Sin determinar;Accidente automovilistico;-35;-59;7/9/2017;Buenos Aires;23
3949;Sin determinar;Accidente automovilistico;-35;-59;7/9/2017;Buenos Aires;23
3950;Sin determinar;Accidente automovilistico;-35;-59;7/9/2017;Buenos Aires;23
3951;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;8/9/2017;Buenos Aires;23
3952;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;8/9/2017;Buenos Aires;23
3953;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/9/2017;Buenos Aires;23
3954;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/9/2017;Buenos Aires;23
3955;Sin determinar;Accidente automovilistico;-35;-59;8/9/2017;Buenos Aires;23
3956;Sin determinar;Accidente automovilistico;-35;-59;8/9/2017;Buenos Aires;23
3957;Colision vehiculo-persona;Accidente automovilistico;-35;-58;8/9/2017;Buenos Aires;23
3958;Colision vehiculo-persona;Accidente automovilistico;-35;-58;8/9/2017;Buenos Aires;23
3959;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;9/9/2017;Buenos Aires;23
3960;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;9/9/2017;Buenos Aires;23
3961;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;9/9/2017;Buenos Aires;23
3962;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;9/9/2017;Buenos Aires;23
3963;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;9/9/2017;Buenos Aires;23
3964;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;9/9/2017;Buenos Aires;23
3965;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;9/9/2017;Buenos Aires;23
3966;Sin determinar;Accidente automovilistico;-35;-58;9/9/2017;Buenos Aires;23
3967;Sin determinar;Accidente automovilistico;-35;-58;9/9/2017;Buenos Aires;23
3968;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;11/9/2017;Buenos Aires;23
3969;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;11/9/2017;Buenos Aires;23
3970;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/9/2017;Buenos Aires;23
3971;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/9/2017;Buenos Aires;23
3972;Sin determinar;Accidente automovilistico;-35;-59;12/9/2017;Buenos Aires;23
3973;Sin determinar;Accidente automovilistico;-35;-59;12/9/2017;Buenos Aires;23
3974;Sin determinar;Accidente automovilistico;-35;-59;12/9/2017;Buenos Aires;23
3975;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;12/9/2017;Buenos Aires;23
3976;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;12/9/2017;Buenos Aires;23
3977;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;13/9/2017;Buenos Aires;23
3978;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;13/9/2017;Buenos Aires;23
3979;Sin determinar;Accidente automovilistico;-35;-59;14/9/2017;Buenos Aires;23
3980;Sin determinar;Accidente automovilistico;-35;-59;14/9/2017;Buenos Aires;23
3981;Vuelco-Despistes;Accidente automovilistico;-35;-58;15/9/2017;Buenos Aires;23
3982;Vuelco-Despistes;Accidente automovilistico;-35;-58;15/9/2017;Buenos Aires;23
3983;Vuelco-Despistes;Accidente automovilistico;-35;-58;15/9/2017;Buenos Aires;23
3984;Colision vehiculo-persona;Accidente automovilistico;-35;-58;15/9/2017;Buenos Aires;23
3985;Colision vehiculo-persona;Accidente automovilistico;-35;-58;15/9/2017;Buenos Aires;23
3986;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-59;16/9/2017;Buenos Aires;23
3987;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-59;16/9/2017;Buenos Aires;23
3988;Vuelco-Despistes;Accidente automovilistico;-34;-60;16/9/2017;Buenos Aires;23
3989;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3990;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3991;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3992;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3993;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3994;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/9/2017;Buenos Aires;23
3995;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-60;17/9/2017;Buenos Aires;23
3996;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-60;17/9/2017;Buenos Aires;23
3997;Sin determinar;Accidente automovilistico;-34;-59;17/9/2017;Buenos Aires;23
3998;Sin determinar;Accidente automovilistico;-34;-59;17/9/2017;Buenos Aires;23
3999;Sin determinar;Accidente automovilistico;-35;-59;17/9/2017;Buenos Aires;23
4000;Sin determinar;Accidente automovilistico;-35;-59;17/9/2017;Buenos Aires;23
4001;Sin determinar;Accidente automovilistico;-35;-59;17/9/2017;Buenos Aires;23
4002;Sin determinar;Accidente automovilistico;-35;-59;17/9/2017;Buenos Aires;23
4003;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/9/2017;Buenos Aires;23
4004;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/9/2017;Buenos Aires;23
4005;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;18/9/2017;Buenos Aires;23
4006;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;18/9/2017;Buenos Aires;23
4007;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;18/9/2017;Buenos Aires;23
4008;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-60;18/9/2017;Buenos Aires;23
4009;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-60;18/9/2017;Buenos Aires;23
4010;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;18/9/2017;Buenos Aires;23
4011;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;18/9/2017;Buenos Aires;23
4012;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;18/9/2017;Buenos Aires;23
4013;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;18/9/2017;Buenos Aires;23
4014;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-62;19/9/2017;Buenos Aires;23
4015;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-62;19/9/2017;Buenos Aires;23
4016;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-58;19/9/2017;Buenos Aires;23
4017;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-58;19/9/2017;Buenos Aires;23
4018;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/9/2017;Buenos Aires;23
4019;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/9/2017;Buenos Aires;23
4020;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;20/9/2017;Buenos Aires;23
4021;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;20/9/2017;Buenos Aires;23
4022;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;22/9/2017;Buenos Aires;23
4023;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;22/9/2017;Buenos Aires;23
4024;Sin determinar;Accidente automovilistico;-35;-59;22/9/2017;Buenos Aires;23
4025;Sin determinar;Accidente automovilistico;-35;-59;22/9/2017;Buenos Aires;23
4026;Vuelco-Despistes;Accidente automovilistico;-38;-58;23/9/2017;Buenos Aires;23
4027;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;23/9/2017;Buenos Aires;23
4028;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;23/9/2017;Buenos Aires;23
4029;Vuelco-Despistes;Accidente automovilistico;-34;-59;23/9/2017;Buenos Aires;23
4030;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;24/9/2017;Buenos Aires;23
4031;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;24/9/2017;Buenos Aires;23
4032;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4033;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4034;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-58;24/9/2017;Buenos Aires;23
4035;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-58;24/9/2017;Buenos Aires;23
4036;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4037;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4038;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4039;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;24/9/2017;Buenos Aires;23
4040;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4041;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4042;Colision vehiculo-persona;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4043;Colision vehiculo-persona;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4044;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4045;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;24/9/2017;Buenos Aires;23
4046;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4047;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4048;Sin determinar;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4049;Sin determinar;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4050;Sin determinar;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4051;Sin determinar;Accidente automovilistico;-35;-59;25/9/2017;Buenos Aires;23
4052;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;25/9/2017;Buenos Aires;23
4053;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-61;26/9/2017;Buenos Aires;23
4054;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-61;26/9/2017;Buenos Aires;23
4055;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-61;26/9/2017;Buenos Aires;23
4056;Colision vehiculo-persona;Accidente automovilistico;-35;-59;26/9/2017;Buenos Aires;23
4057;Colision vehiculo-persona;Accidente automovilistico;-35;-59;26/9/2017;Buenos Aires;23
4058;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;29/9/2017;Buenos Aires;23
4059;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;29/9/2017;Buenos Aires;23
4060;Colision vehiculo-persona;Accidente automovilistico;-35;-59;29/9/2017;Buenos Aires;23
4061;Colision vehiculo-persona;Accidente automovilistico;-35;-59;29/9/2017;Buenos Aires;23
4062;Colision vehiculo-persona;Accidente automovilistico;-35;-59;29/9/2017;Buenos Aires;23
4063;Colision vehiculo-persona;Accidente automovilistico;-35;-59;29/9/2017;Buenos Aires;23
4064;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;29/9/2017;Buenos Aires;23
4065;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;29/9/2017;Buenos Aires;23
4066;Vuelco-Despistes;Accidente automovilistico;-34;-60;30/9/2017;Buenos Aires;23
4067;Vuelco-Despistes;Accidente automovilistico;-35;-58;30/9/2017;Buenos Aires;23
4068;Colision vehiculo-persona;Accidente automovilistico;-35;-59;1/10/2017;Buenos Aires;23
4069;Colision vehiculo-persona;Accidente automovilistico;-35;-59;1/10/2017;Buenos Aires;23
4070;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/10/2017;Buenos Aires;23
4071;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/10/2017;Buenos Aires;23
4072;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-59;2/10/2017;Buenos Aires;23
4073;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-59;2/10/2017;Buenos Aires;23
4074;Colision vehiculo-persona;Accidente automovilistico;-35;-59;3/10/2017;Buenos Aires;23
4075;Colision vehiculo-persona;Accidente automovilistico;-35;-59;3/10/2017;Buenos Aires;23
4076;Colision vehiculo-persona;Accidente automovilistico;-35;-58;3/10/2017;Buenos Aires;23
4077;Colision vehiculo-persona;Accidente automovilistico;-35;-58;3/10/2017;Buenos Aires;23
4078;Vuelco-Despistes;Accidente automovilistico;-38;-63;5/10/2017;Buenos Aires;23
4079;Colision vehiculo-persona;Accidente automovilistico;-35;-59;5/10/2017;Buenos Aires;23
4080;Colision vehiculo-persona;Accidente automovilistico;-35;-59;5/10/2017;Buenos Aires;23
4081;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;5/10/2017;Buenos Aires;23
4082;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;5/10/2017;Buenos Aires;23
4083;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;5/10/2017;Buenos Aires;23
4084;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;5/10/2017;Buenos Aires;23
4085;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-60;6/10/2017;Buenos Aires;23
4086;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-60;6/10/2017;Buenos Aires;23
4087;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;6/10/2017;Buenos Aires;23
4088;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;6/10/2017;Buenos Aires;23
4089;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;6/10/2017;Buenos Aires;23
4090;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-59;6/10/2017;Buenos Aires;23
4091;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-59;6/10/2017;Buenos Aires;23
4092;Colision vehiculo-persona;Accidente automovilistico;-34;-59;6/10/2017;Buenos Aires;23
4093;Colision vehiculo-persona;Accidente automovilistico;-34;-59;6/10/2017;Buenos Aires;23
4094;Colision vehiculo-persona;Accidente automovilistico;-34;-59;6/10/2017;Buenos Aires;23
4095;Colision vehiculo-persona;Accidente automovilistico;-34;-59;6/10/2017;Buenos Aires;23
4096;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;6/10/2017;Buenos Aires;23
4097;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;6/10/2017;Buenos Aires;23
4098;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;6/10/2017;Buenos Aires;23
4099;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;6/10/2017;Buenos Aires;23
4100;Colision vehiculo-persona;Accidente automovilistico;-35;-58;6/10/2017;Buenos Aires;23
4101;Colision vehiculo-persona;Accidente automovilistico;-35;-58;6/10/2017;Buenos Aires;23
4102;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/10/2017;Buenos Aires;23
4103;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/10/2017;Buenos Aires;23
4104;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/10/2017;Buenos Aires;23
4105;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;7/10/2017;Buenos Aires;23
4106;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;7/10/2017;Buenos Aires;23
4107;Colision vehiculo-persona;Accidente automovilistico;-34;-59;8/10/2017;Buenos Aires;23
4108;Colision vehiculo-persona;Accidente automovilistico;-34;-59;8/10/2017;Buenos Aires;23
4109;Vuelco-Despistes;Accidente automovilistico;-36;-60;8/10/2017;Buenos Aires;23
4110;Vuelco-Despistes;Accidente automovilistico;-36;-60;8/10/2017;Buenos Aires;23
4111;Vuelco-Despistes;Accidente automovilistico;-36;-60;8/10/2017;Buenos Aires;23
4112;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;8/10/2017;Buenos Aires;23
4113;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;8/10/2017;Buenos Aires;23
4114;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/10/2017;Buenos Aires;23
4115;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/10/2017;Buenos Aires;23
4116;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/10/2017;Buenos Aires;23
4117;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/10/2017;Buenos Aires;23
4118;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;8/10/2017;Buenos Aires;23
4119;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;8/10/2017;Buenos Aires;23
4120;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;8/10/2017;Buenos Aires;23
4121;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;9/10/2017;Buenos Aires;23
4122;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;9/10/2017;Buenos Aires;23
4123;Colision vehiculo-persona;Accidente automovilistico;-35;-59;9/10/2017;Buenos Aires;23
4124;Colision vehiculo-persona;Accidente automovilistico;-35;-59;9/10/2017;Buenos Aires;23
4125;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/10/2017;Buenos Aires;23
4126;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/10/2017;Buenos Aires;23
4127;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/10/2017;Buenos Aires;23
4128;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/10/2017;Buenos Aires;23
4129;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;10/10/2017;Buenos Aires;23
4130;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;10/10/2017;Buenos Aires;23
4131;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-63;11/10/2017;Buenos Aires;23
4132;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-63;11/10/2017;Buenos Aires;23
4133;Colision vehiculo-persona;Accidente automovilistico;-34;-59;11/10/2017;Buenos Aires;23
4134;Colision vehiculo-persona;Accidente automovilistico;-34;-59;11/10/2017;Buenos Aires;23
4135;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/10/2017;Buenos Aires;23
4136;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/10/2017;Buenos Aires;23
4137;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;12/10/2017;Buenos Aires;23
4138;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;12/10/2017;Buenos Aires;23
4139;Vuelco-Despistes;Accidente automovilistico;-39;-62;12/10/2017;Buenos Aires;23
4140;Colision vehiculo-persona;Accidente automovilistico;-35;-59;12/10/2017;Buenos Aires;23
4141;Colision vehiculo-persona;Accidente automovilistico;-35;-59;12/10/2017;Buenos Aires;23
4142;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;14/10/2017;Buenos Aires;23
4143;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;14/10/2017;Buenos Aires;23
4144;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;14/10/2017;Buenos Aires;23
4145;Colision vehiculo-persona;Accidente automovilistico;-35;-59;14/10/2017;Buenos Aires;23
4146;Colision vehiculo-persona;Accidente automovilistico;-35;-59;14/10/2017;Buenos Aires;23
4147;Vuelco-Despistes;Accidente automovilistico;-34;-59;15/10/2017;Buenos Aires;23
4148;Vuelco-Despistes;Accidente automovilistico;-34;-59;15/10/2017;Buenos Aires;23
4149;Sin determinar;Accidente automovilistico;-35;-59;15/10/2017;Buenos Aires;23
4150;Sin determinar;Accidente automovilistico;-35;-59;15/10/2017;Buenos Aires;23
4151;Sin determinar;Accidente automovilistico;-35;-59;15/10/2017;Buenos Aires;23
4152;Sin determinar;Accidente automovilistico;-35;-59;15/10/2017;Buenos Aires;23
4153;Colision vehiculo-persona;Accidente automovilistico;-35;-58;15/10/2017;Buenos Aires;23
4154;Colision vehiculo-persona;Accidente automovilistico;-35;-58;15/10/2017;Buenos Aires;23
4155;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/10/2017;Buenos Aires;23
4156;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/10/2017;Buenos Aires;23
4157;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/10/2017;Buenos Aires;23
4158;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/10/2017;Buenos Aires;23
4159;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/10/2017;Buenos Aires;23
4160;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/10/2017;Buenos Aires;23
4161;Colision vehiculo-persona;Accidente automovilistico;-34;-59;17/10/2017;Buenos Aires;23
4162;Colision vehiculo-persona;Accidente automovilistico;-34;-59;17/10/2017;Buenos Aires;23
4163;Vuelco-Despistes;Accidente automovilistico;-35;-59;17/10/2017;Buenos Aires;23
4164;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;17/10/2017;Buenos Aires;23
4165;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;17/10/2017;Buenos Aires;23
4166;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;19/10/2017;Buenos Aires;23
4167;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;19/10/2017;Buenos Aires;23
4168;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/10/2017;Buenos Aires;23
4169;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/10/2017;Buenos Aires;23
4170;Colision vehiculo-objeto;Accidente automovilistico;-35;-59;20/10/2017;Buenos Aires;23
4171;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-58;21/10/2017;Buenos Aires;23
4172;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-58;21/10/2017;Buenos Aires;23
4173;Colision vehiculo-objeto;Accidente automovilistico;-38;-60;22/10/2017;Buenos Aires;23
4174;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;22/10/2017;Buenos Aires;23
4175;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;22/10/2017;Buenos Aires;23
4176;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;22/10/2017;Buenos Aires;23
4177;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;23/10/2017;Buenos Aires;23
4178;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;23/10/2017;Buenos Aires;23
4179;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;23/10/2017;Buenos Aires;23
4180;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;23/10/2017;Buenos Aires;23
4181;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;23/10/2017;Buenos Aires;23
4182;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;23/10/2017;Buenos Aires;23
4183;Colision vehiculo-persona;Accidente automovilistico;-35;-59;24/10/2017;Buenos Aires;23
4184;Colision vehiculo-persona;Accidente automovilistico;-35;-59;24/10/2017;Buenos Aires;23
4185;Sin determinar;Accidente automovilistico;-35;-58;24/10/2017;Buenos Aires;23
4186;Sin determinar;Accidente automovilistico;-35;-58;24/10/2017;Buenos Aires;23
4187;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-61;25/10/2017;Buenos Aires;23
4188;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-61;25/10/2017;Buenos Aires;23
4189;Sin determinar;Accidente automovilistico;-35;-59;26/10/2017;Buenos Aires;23
4190;Sin determinar;Accidente automovilistico;-35;-59;26/10/2017;Buenos Aires;23
4191;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;27/10/2017;Buenos Aires;23
4192;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;27/10/2017;Buenos Aires;23
4193;Colision vehiculo-persona;Accidente automovilistico;-35;-59;27/10/2017;Buenos Aires;23
4194;Colision vehiculo-persona;Accidente automovilistico;-35;-59;27/10/2017;Buenos Aires;23
4195;Colision vehiculo-persona;Accidente automovilistico;-34;-59;28/10/2017;Buenos Aires;23
4196;Colision vehiculo-persona;Accidente automovilistico;-34;-59;28/10/2017;Buenos Aires;23
4197;Vuelco-Despistes;Accidente automovilistico;-39;-62;28/10/2017;Buenos Aires;23
4198;Vuelco-Despistes;Accidente automovilistico;-39;-62;28/10/2017;Buenos Aires;23
4199;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/10/2017;Buenos Aires;23
4200;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/10/2017;Buenos Aires;23
4201;Sin determinar;Accidente automovilistico;-35;-58;29/10/2017;Buenos Aires;23
4202;Sin determinar;Accidente automovilistico;-35;-58;29/10/2017;Buenos Aires;23
4203;Colision vehiculo-objeto;Accidente automovilistico;-34;-59;29/10/2017;Buenos Aires;23
