Titulo;Descripcion;Categoria;latitud;longitud;fecha del hecho;provincia;hora
9326;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;22/5/2018;Buenos Aires;23
9327;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;22/5/2018;Buenos Aires;23
9328;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;25/5/2018;Buenos Aires;23
9329;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;25/5/2018;Buenos Aires;23
9330;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;30/6/2018;Buenos Aires;23
9331;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;30/6/2018;Buenos Aires;23
9332;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;14/6/2018;Buenos Aires;23
9333;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;14/6/2018;Buenos Aires;23
9334;Colision vehiculo-objeto;Accidente automovilistico;-33;-64;10/6/2018;Buenos Aires;23
9335;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;5/6/2018;Buenos Aires;23
9336;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;5/6/2018;Buenos Aires;23
9337;Vuelco-Despistes;Accidente automovilistico;-33;-62;10/6/2018;Buenos Aires;23
9338;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/6/2018;Buenos Aires;23
9339;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/6/2018;Buenos Aires;23
9340;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;23/6/2018;Buenos Aires;23
9341;Colision vehiculo-persona;Accidente automovilistico;-33;-64;14/7/2018;Buenos Aires;23
9342;Colision vehiculo-persona;Accidente automovilistico;-33;-64;14/7/2018;Buenos Aires;23
9343;Colision vehiculo-persona;Accidente automovilistico;-31;-64;8/7/2018;Buenos Aires;23
9344;Colision vehiculo-persona;Accidente automovilistico;-31;-64;8/7/2018;Buenos Aires;23
9345;Colision vehiculo-persona;Accidente automovilistico;-31;-62;12/7/2018;Buenos Aires;23
9346;Colision vehiculo-persona;Accidente automovilistico;-31;-62;12/7/2018;Buenos Aires;23
9347;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;13/7/2018;Buenos Aires;23
9348;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;13/7/2018;Buenos Aires;23
9349;Otro;Accidente automovilistico;-30;-64;16/7/2018;Buenos Aires;23
9350;Sin determinar;Accidente automovilistico;-32;-63;11/7/2018;Buenos Aires;23
9351;Sin determinar;Accidente automovilistico;-32;-63;11/7/2018;Buenos Aires;23
9352;Sin determinar;Accidente automovilistico;-32;-63;15/7/2018;Buenos Aires;23
9353;Sin determinar;Accidente automovilistico;-32;-63;15/7/2018;Buenos Aires;23
9354;Vuelco-Despistes;Accidente automovilistico;-32;-63;27/7/2018;Buenos Aires;23
9355;Vuelco-Despistes;Accidente automovilistico;-32;-63;27/7/2018;Buenos Aires;23
9356;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;14/7/2018;Buenos Aires;23
9357;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;14/7/2018;Buenos Aires;23
9358;Colision vehiculo-persona;Accidente automovilistico;-32;-64;14/7/2018;Buenos Aires;23
9359;Colision vehiculo-persona;Accidente automovilistico;-32;-64;14/7/2018;Buenos Aires;23
9360;Colision vehiculo-persona;Accidente automovilistico;-32;-64;14/7/2018;Buenos Aires;23
9361;Otro;Accidente automovilistico;-31;-64;11/7/2018;Buenos Aires;23
9362;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/7/2018;Buenos Aires;23
9363;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/7/2018;Buenos Aires;23
9364;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/7/2018;Buenos Aires;23
9365;Vuelco-Despistes;Accidente automovilistico;-31;-64;30/7/2018;Buenos Aires;23
9366;Colision vehiculo-persona;Accidente automovilistico;-31;-64;16/8/2018;Buenos Aires;23
9367;Colision vehiculo-persona;Accidente automovilistico;-31;-64;16/8/2018;Buenos Aires;23
9368;Colision vehiculo-objeto;Accidente automovilistico;-32;-64;18/8/2018;Buenos Aires;23
9369;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;11/8/2018;Buenos Aires;23
9370;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;11/8/2018;Buenos Aires;23
9371;Vuelco-Despistes;Accidente automovilistico;-32;-65;5/8/2018;Buenos Aires;23
9372;Colision vehiculo-persona;Accidente automovilistico;-31;-64;2/8/2018;Buenos Aires;23
9373;Colision vehiculo-persona;Accidente automovilistico;-31;-64;2/8/2018;Buenos Aires;23
9374;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/8/2018;Buenos Aires;23
9375;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/8/2018;Buenos Aires;23
9376;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;4/8/2018;Buenos Aires;23
9377;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;4/8/2018;Buenos Aires;23
9378;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;5/8/2018;Buenos Aires;23
9379;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;5/8/2018;Buenos Aires;23
9380;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/8/2018;Buenos Aires;23
9381;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/8/2018;Buenos Aires;23
9382;Vuelco-Despistes;Accidente automovilistico;-31;-64;9/8/2018;Buenos Aires;23
9383;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;11/8/2018;Buenos Aires;23
9384;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;11/8/2018;Buenos Aires;23
9385;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;11/8/2018;Buenos Aires;23
9386;Colision vehiculo-persona;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9387;Colision vehiculo-persona;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9388;Colision vehiculo-persona;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9389;Colision vehiculo-persona;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9390;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9391;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;14/8/2018;Buenos Aires;23
9392;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;16/8/2018;Buenos Aires;23
9393;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;16/8/2018;Buenos Aires;23
9394;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;18/8/2018;Buenos Aires;23
9395;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;18/8/2018;Buenos Aires;23
9396;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;22/8/2018;Buenos Aires;23
9397;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;22/8/2018;Buenos Aires;23
9398;Colision vehiculo-persona;Accidente automovilistico;-31;-64;23/8/2018;Buenos Aires;23
9399;Colision vehiculo-persona;Accidente automovilistico;-31;-64;23/8/2018;Buenos Aires;23
9400;Colision vehiculo-persona;Accidente automovilistico;-31;-64;25/8/2018;Buenos Aires;23
9401;Colision vehiculo-persona;Accidente automovilistico;-31;-64;25/8/2018;Buenos Aires;23
9402;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;31/8/2018;Buenos Aires;23
9403;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;31/8/2018;Buenos Aires;23
9404;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;31/8/2018;Buenos Aires;23
9405;Vuelco-Despistes;Accidente automovilistico;-31;-64;9/8/2018;Buenos Aires;23
9406;Vuelco-Despistes;Accidente automovilistico;-31;-64;23/8/2018;Buenos Aires;23
9407;Colision vehiculo-objeto;Accidente automovilistico;-31;-65;25/8/2018;Buenos Aires;23
9408;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-65;9/8/2018;Buenos Aires;23
9409;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-65;9/8/2018;Buenos Aires;23
9410;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;5/8/2018;Buenos Aires;23
9411;Colision vehiculo-persona;Accidente automovilistico;-31;-64;8/8/2018;Buenos Aires;23
9412;Colision vehiculo-persona;Accidente automovilistico;-31;-64;8/8/2018;Buenos Aires;23
9413;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;13/8/2018;Buenos Aires;23
9414;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;13/8/2018;Buenos Aires;23
9415;Vuelco-Despistes;Accidente automovilistico;-32;-64;19/8/2018;Buenos Aires;23
9416;Vuelco-Despistes;Accidente automovilistico;-32;-64;19/8/2018;Buenos Aires;23
9417;Vuelco-Despistes;Accidente automovilistico;-33;-64;5/8/2018;Buenos Aires;23
9418;Vuelco-Despistes;Accidente automovilistico;-33;-64;11/8/2018;Buenos Aires;23
9419;Colision vehiculo-objeto;Accidente automovilistico;-32;-64;14/8/2018;Buenos Aires;23
9420;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;17/9/2018;Buenos Aires;23
9421;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;17/9/2018;Buenos Aires;23
9422;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;17/9/2018;Buenos Aires;23
9423;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;11/9/2018;Buenos Aires;23
9424;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;11/9/2018;Buenos Aires;23
9425;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;18/9/2018;Buenos Aires;23
9426;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;18/9/2018;Buenos Aires;23
9427;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;16/9/2018;Buenos Aires;23
9428;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;16/9/2018;Buenos Aires;23
9429;Vuelco-Despistes;Accidente automovilistico;-32;-64;15/9/2018;Buenos Aires;23
9430;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;15/9/2018;Buenos Aires;23
9431;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;15/9/2018;Buenos Aires;23
9432;Vuelco-Despistes;Accidente automovilistico;-32;-65;13/9/2018;Buenos Aires;23
9433;Vuelco-Despistes;Accidente automovilistico;-33;-63;9/9/2018;Buenos Aires;23
9434;Otro;Accidente automovilistico;-33;-62;8/9/2018;Buenos Aires;23
9435;Colision vehiculo-persona;Accidente automovilistico;-33;-62;6/9/2018;Buenos Aires;23
9436;Colision vehiculo-persona;Accidente automovilistico;-33;-62;6/9/2018;Buenos Aires;23
9437;Vuelco-Despistes;Accidente automovilistico;-31;-65;30/9/2018;Buenos Aires;23
9438;Vuelco-Despistes;Accidente automovilistico;-31;-64;15/9/2018;Buenos Aires;23
9439;Colision vehiculo-persona;Accidente automovilistico;-31;-64;5/9/2018;Buenos Aires;23
9440;Colision vehiculo-persona;Accidente automovilistico;-31;-64;5/9/2018;Buenos Aires;23
9441;Vuelco-Despistes;Accidente automovilistico;-34;-64;22/9/2018;Buenos Aires;23
9442;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;29/9/2018;Buenos Aires;23
9443;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;29/9/2018;Buenos Aires;23
9444;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;7/9/2018;Buenos Aires;23
9445;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;7/9/2018;Buenos Aires;23
9446;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;5/9/2018;Buenos Aires;23
9447;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;5/9/2018;Buenos Aires;23
9448;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;24/9/2018;Buenos Aires;23
9449;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;24/9/2018;Buenos Aires;23
9450;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;30/9/2018;Buenos Aires;23
9451;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;30/9/2018;Buenos Aires;23
9452;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;24/9/2018;Buenos Aires;23
9453;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-63;24/9/2018;Buenos Aires;23
9454;Colision vehiculo-persona;Accidente automovilistico;-32;-63;29/9/2018;Buenos Aires;23
9455;Colision vehiculo-persona;Accidente automovilistico;-32;-63;29/9/2018;Buenos Aires;23
9456;Sin determinar;Accidente automovilistico;-31;-64;2/9/2018;Buenos Aires;23
9457;Sin determinar;Accidente automovilistico;-31;-64;2/9/2018;Buenos Aires;23
9458;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;2/9/2018;Buenos Aires;23
9459;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/9/2018;Buenos Aires;23
9460;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/9/2018;Buenos Aires;23
9461;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;9/9/2018;Buenos Aires;23
9462;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;25/9/2018;Buenos Aires;23
9463;Colision vehiculo-persona;Accidente automovilistico;-31;-64;25/9/2018;Buenos Aires;23
9464;Colision vehiculo-persona;Accidente automovilistico;-31;-64;25/9/2018;Buenos Aires;23
9465;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;28/9/2018;Buenos Aires;23
9466;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;29/9/2018;Buenos Aires;23
9467;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;29/9/2018;Buenos Aires;23
9468;Vuelco-Despistes;Accidente automovilistico;-32;-65;13/10/2018;Buenos Aires;23
9469;Vuelco-Despistes;Accidente automovilistico;-32;-65;13/10/2018;Buenos Aires;23
9470;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;1/10/2018;Buenos Aires;23
9471;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;1/10/2018;Buenos Aires;23
9472;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;2/10/2018;Buenos Aires;23
9473;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;2/10/2018;Buenos Aires;23
9474;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;6/10/2018;Buenos Aires;23
9475;Colision vehiculo-persona;Accidente automovilistico;-31;-64;12/10/2018;Buenos Aires;23
9476;Colision vehiculo-persona;Accidente automovilistico;-31;-64;12/10/2018;Buenos Aires;23
9477;Vuelco-Despistes;Accidente automovilistico;-31;-64;12/10/2018;Buenos Aires;23
9478;Colision vehiculo-persona;Accidente automovilistico;-31;-64;13/10/2018;Buenos Aires;23
9479;Colision vehiculo-persona;Accidente automovilistico;-31;-64;13/10/2018;Buenos Aires;23
9480;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;27/10/2018;Buenos Aires;23
9481;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;28/10/2018;Buenos Aires;23
9482;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;28/10/2018;Buenos Aires;23
9483;Vuelco-Despistes;Accidente automovilistico;-32;-63;15/10/2018;Buenos Aires;23
9484;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-63;20/10/2018;Buenos Aires;23
9485;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-63;20/10/2018;Buenos Aires;23
9486;Colision vehiculo-vehiculo;Accidente automovilistico;-30;-64;16/10/2018;Buenos Aires;23
9487;Colision vehiculo-vehiculo;Accidente automovilistico;-30;-64;16/10/2018;Buenos Aires;23
9488;Colision vehiculo-vehiculo;Accidente automovilistico;-30;-64;17/10/2018;Buenos Aires;23
9489;Colision vehiculo-vehiculo;Accidente automovilistico;-30;-64;17/10/2018;Buenos Aires;23
9490;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-62;8/10/2018;Buenos Aires;23
9491;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-62;8/10/2018;Buenos Aires;23
9492;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;1/10/2018;Buenos Aires;23
9493;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;1/10/2018;Buenos Aires;23
9494;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;2/10/2018;Buenos Aires;23
9495;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;2/10/2018;Buenos Aires;23
9496;Colision vehiculo-persona;Accidente automovilistico;-31;-63;3/10/2018;Buenos Aires;23
9497;Colision vehiculo-persona;Accidente automovilistico;-31;-63;3/10/2018;Buenos Aires;23
9498;Colision vehiculo-objeto;Accidente automovilistico;-31;-63;27/10/2018;Buenos Aires;23
9499;Colision vehiculo-objeto;Accidente automovilistico;-31;-63;27/10/2018;Buenos Aires;23
9500;Vuelco-Despistes;Accidente automovilistico;-32;-64;17/10/2018;Buenos Aires;23
9501;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;15/11/2018;Buenos Aires;23
9502;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;15/11/2018;Buenos Aires;23
9503;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;25/11/2018;Buenos Aires;23
9504;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;30/11/2018;Buenos Aires;23
9505;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;30/11/2018;Buenos Aires;23
9506;Vuelco-Despistes;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9507;Vuelco-Despistes;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9508;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9509;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9510;Vuelco-Despistes;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9511;Vuelco-Despistes;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9512;Vuelco-Despistes;Accidente automovilistico;-33;-64;16/11/2018;Buenos Aires;23
9513;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-63;28/11/2018;Buenos Aires;23
9514;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-63;28/11/2018;Buenos Aires;23
9515;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;7/11/2018;Buenos Aires;23
9516;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;7/11/2018;Buenos Aires;23
9517;Sin determinar;Accidente automovilistico;-32;-63;21/11/2018;Buenos Aires;23
9518;Sin determinar;Accidente automovilistico;-32;-63;21/11/2018;Buenos Aires;23
9519;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;7/11/2018;Buenos Aires;23
9520;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;7/11/2018;Buenos Aires;23
9521;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-65;4/11/2018;Buenos Aires;23
9522;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-65;4/11/2018;Buenos Aires;23
9523;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;18/11/2018;Buenos Aires;23
9524;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;18/11/2018;Buenos Aires;23
9525;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;7/11/2018;Buenos Aires;23
9526;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;7/11/2018;Buenos Aires;23
9527;Vuelco-Despistes;Accidente automovilistico;-32;-65;3/11/2018;Buenos Aires;23
9528;Vuelco-Despistes;Accidente automovilistico;-32;-65;3/11/2018;Buenos Aires;23
9529;Vuelco-Despistes;Accidente automovilistico;-31;-64;1/12/2018;Buenos Aires;23
9530;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;19/12/2018;Buenos Aires;23
9531;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;19/12/2018;Buenos Aires;23
9532;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;25/12/2018;Buenos Aires;23
9533;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;25/12/2018;Buenos Aires;23
9534;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;24/12/2018;Buenos Aires;23
9535;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;24/12/2018;Buenos Aires;23
9536;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;26/12/2018;Buenos Aires;23
9537;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;29/12/2018;Buenos Aires;23
9538;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;16/12/2018;Buenos Aires;23
9539;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;16/12/2018;Buenos Aires;23
9540;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;14/12/2018;Buenos Aires;23
9541;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;15/12/2018;Buenos Aires;23
9542;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;4/12/2018;Buenos Aires;23
9543;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;20/12/2018;Buenos Aires;23
9544;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;20/12/2018;Buenos Aires;23
9545;Colision vehiculo-persona;Accidente automovilistico;-31;-64;31/12/2018;Buenos Aires;23
9546;Colision vehiculo-persona;Accidente automovilistico;-31;-64;31/12/2018;Buenos Aires;23
9547;Vuelco-Despistes;Accidente automovilistico;-31;-64;9/12/2018;Buenos Aires;23
9548;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;25/12/2018;Buenos Aires;23
9549;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;25/12/2018;Buenos Aires;23
9550;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;2/12/2018;Buenos Aires;23
9551;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;2/12/2018;Buenos Aires;23
9552;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-65;18/12/2018;Buenos Aires;23
9553;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-65;18/12/2018;Buenos Aires;23
9554;Vuelco-Despistes;Accidente automovilistico;-32;-63;8/12/2018;Buenos Aires;23
9555;Vuelco-Despistes;Accidente automovilistico;-32;-63;8/12/2018;Buenos Aires;23
9556;Colision vehiculo-objeto;Accidente automovilistico;-30;-64;30/12/2018;Buenos Aires;23
9557;Colision vehiculo-objeto;Accidente automovilistico;-30;-64;30/12/2018;Buenos Aires;23
9558;Colision vehiculo-objeto;Accidente automovilistico;-30;-64;30/12/2018;Buenos Aires;23
9559;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;12/12/2018;Buenos Aires;23
9560;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;12/12/2018;Buenos Aires;23
9561;Vuelco-Despistes;Accidente automovilistico;-34;-65;26/12/2018;Buenos Aires;23
9562;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;22/12/2018;Buenos Aires;23
9563;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;1/12/2018;Buenos Aires;23
9564;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;1/12/2018;Buenos Aires;23
9565;Vuelco-Despistes;Accidente automovilistico;-32;-65;30/12/2018;Buenos Aires;23
9566;Colision vehiculo-persona;Accidente automovilistico;-37;-65;23/8/2018;Buenos Aires;23
9567;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-64;30/8/2018;Buenos Aires;23
9568;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-64;2/3/2018;Buenos Aires;23
9569;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-64;2/3/2018;Buenos Aires;23
9570;Vuelco-Despistes;Accidente automovilistico;-28;-65;8/8/2018;Buenos Aires;23
9571;Vuelco-Despistes;Accidente automovilistico;-28;-65;8/8/2018;Buenos Aires;23
9572;Colision vehiculo-persona;Accidente automovilistico;-27;-65;14/10/2018;Buenos Aires;23
9573;Colision vehiculo-persona;Accidente automovilistico;-27;-65;14/10/2018;Buenos Aires;23
9574;Vuelco-Despistes;Accidente automovilistico;-29;-65;23/12/2018;Buenos Aires;23
9575;Vuelco-Despistes;Accidente automovilistico;-29;-65;23/12/2018;Buenos Aires;23
9576;Colision vehiculo-persona;Accidente automovilistico;-31;-64;1/5/2018;Buenos Aires;23
9577;Colision vehiculo-persona;Accidente automovilistico;-31;-64;1/5/2018;Buenos Aires;23
9578;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/5/2018;Buenos Aires;23
9579;Colision vehiculo-persona;Accidente automovilistico;-31;-64;7/5/2018;Buenos Aires;23
9580;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;12/5/2018;Buenos Aires;23
9581;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;12/5/2018;Buenos Aires;23
9582;Colision vehiculo-persona;Accidente automovilistico;-31;-64;13/5/2018;Buenos Aires;23
9583;Colision vehiculo-persona;Accidente automovilistico;-31;-64;13/5/2018;Buenos Aires;23
9584;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;31/5/2018;Buenos Aires;23
9585;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;31/5/2018;Buenos Aires;23
9586;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;8/5/2018;Buenos Aires;23
9587;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-64;8/5/2018;Buenos Aires;23
9588;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;29/9/2018;Buenos Aires;23
9589;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-62;29/9/2018;Buenos Aires;23
9590;Colision vehiculo-objeto;Accidente automovilistico;-33;-63;8/1/2018;Buenos Aires;23
9591;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;2/1/2018;Buenos Aires;23
9592;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-64;2/1/2018;Buenos Aires;23
9593;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-65;25/1/2018;Buenos Aires;23
9594;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-65;25/1/2018;Buenos Aires;23
9595;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-65;25/1/2018;Buenos Aires;23
9596;Sin determinar;Accidente automovilistico;-31;-64;12/1/2018;Buenos Aires;23
9597;Sin determinar;Accidente automovilistico;-31;-64;12/1/2018;Buenos Aires;23
9598;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;19/1/2018;Buenos Aires;23
9599;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-65;19/1/2018;Buenos Aires;23
9600;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/6/2018;Buenos Aires;23
9601;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;3/6/2018;Buenos Aires;23
9602;Colision vehiculo-persona;Accidente automovilistico;-31;-64;20/6/2018;Buenos Aires;23
9603;Colision vehiculo-persona;Accidente automovilistico;-31;-64;20/6/2018;Buenos Aires;23
9604;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;28/6/2018;Buenos Aires;23
9605;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-64;8/11/2018;Buenos Aires;23
9606;Colision vehiculo-objeto;Accidente automovilistico;-31;-64;26/3/2018;Buenos Aires;23
9607;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;11/3/2018;Buenos Aires;23
9608;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-63;11/3/2018;Buenos Aires;23
