Titulo;Descripcion;Categoria;latitud;longitud;fecha_hecho
41875;AVE BERNARDO DE IRIGOYEN;Colisión vehículo-vehículo;-35;-59;20/9/2022
41875;AVE BERNARDO DE IRIGOYEN;Colisión vehículo-vehículo;-35;-59;20/9/2022
41876;RUTA 5;Vuelco-Despistes;-35;-60;26/9/2022
41877;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;29/9/2022
41877;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;29/9/2022
41878;RUTA 3;Colisión vehículo-vehículo;-36;-59;28/9/2022
41878;RUTA 3;Colisión vehículo-vehículo;-36;-59;28/9/2022
41879;AVE PASO;Colisión vehículo-vehículo;-35;-61;16/9/2022
41879;AVE PASO;Colisión vehículo-vehículo;-35;-61;16/9/2022
41880;Vias Férreas;Colisión vehículo-persona;-35;-59;19/9/2022
41880;Vias Férreas;Colisión vehículo-persona;-35;-59;19/9/2022
41881;Vías Férreas;Colisión vehículo-persona;-35;-59;12/9/2022
41881;Vías Férreas;Colisión vehículo-persona;-35;-59;12/9/2022
41882;MANUEL OBARRIO;Colisión vehículo-persona;-35;-59;6/9/2022
41882;MANUEL OBARRIO;Colisión vehículo-persona;-35;-59;6/9/2022
41883;Vias Férreas;Colisión vehículo-persona;;;15/9/2022
41883;Vias Férreas;Colisión vehículo-persona;;;15/9/2022
41884;AVE JUAN M DE ROSAS;Colisión vehículo-persona;-35;-59;9/9/2022
41884;AVE JUAN M DE ROSAS;Colisión vehículo-persona;-35;-59;9/9/2022
41885;Ruta 51;Vuelco-Despistes;-36;-60;22/9/2022
41886;CJAL  JUAN F PAGANI;Colisión vehículo-persona;-35;-58;27/9/2022
41886;CJAL  JUAN F PAGANI;Colisión vehículo-persona;-35;-58;27/9/2022
41887;CLL 1120;Sin determinar;;;16/9/2022
41887;CLL 1120;Sin determinar;;;16/9/2022
41888;OLLEROS;Colisión vehículo-persona;-33;-60;2/9/2022
41888;OLLEROS;Colisión vehículo-persona;-33;-60;2/9/2022
41889;PTE AVE ARTURO U ILLIA;Sin determinar;;;19/9/2022
41889;PTE AVE ARTURO U ILLIA;Sin determinar;;;19/9/2022
41890;Vertiz;Vuelco-Despistes;-38;-58;18/9/2022
41891;Vias Férreas;Colisión vehículo-persona;;;26/9/2022
41891;Vias Férreas;Colisión vehículo-persona;;;26/9/2022
41892;CLL  48;Colisión vehículo-persona;-35;-58;24/9/2022
41892;CLL  48;Colisión vehículo-persona;-35;-58;24/9/2022
41893;RUTA NACIONAL N° 33;Colisión vehículo-vehículo;;;21/9/2022
41893;RUTA NACIONAL N° 33;Colisión vehículo-vehículo;;;21/9/2022
41894;AUTOVIA 2;Vuelco-Despistes;-37;-58;5/9/2022
41894;AUTOVIA 2;Vuelco-Despistes;-37;-58;5/9/2022
41894;AUTOVIA 2;Vuelco-Despistes;-37;-58;5/9/2022
41895;GRAL  BELGRANO;Vuelco-Despistes;-35;-58;8/9/2022
41896;FRAY  JUSTO SANTA MARIA DE ORO;Sin determinar;-35;-58;3/9/2022
41896;FRAY  JUSTO SANTA MARIA DE ORO;Sin determinar;-35;-58;3/9/2022
41897;12 DE OCTUBRE;Colisión vehículo-vehículo;-38;-58;12/9/2022
41897;12 DE OCTUBRE;Colisión vehículo-vehículo;-38;-58;12/9/2022
41898;ACCESO A CARLOS KEEN;Colisión vehículo-persona;;;11/9/2022
41898;ACCESO A CARLOS KEEN;Colisión vehículo-persona;;;11/9/2022
41899;RUTA 60;Vuelco-Despistes;;;11/9/2022
41900;AVE TOMAS ESPORA;Sin determinar;-35;-58;24/9/2022
41900;AVE TOMAS ESPORA;Sin determinar;-35;-58;24/9/2022
41901;San Patricios;Vuelco-Despistes;-35;-58;7/9/2022
41902;RUTA 226;Colisión vehículo-persona;-38;-58;11/9/2022
41902;RUTA 226;Colisión vehículo-persona;-38;-58;11/9/2022
41903;RUTA NAC 7;Colisión vehículo-vehículo;-34;-59;5/9/2022
41903;RUTA NAC 7;Colisión vehículo-vehículo;-34;-59;5/9/2022
41904;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;18/9/2022
41904;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;18/9/2022
41905;RUTA 33;Colisión vehículo-vehículo;;;20/9/2022
41905;RUTA 33;Colisión vehículo-vehículo;;;20/9/2022
41906;GRAL  JOSE DE SAN MARTIN;Colisión vehículo-vehículo;;;2/9/2022
41906;GRAL  JOSE DE SAN MARTIN;Colisión vehículo-vehículo;;;2/9/2022
41907;Calle 604;Vuelco-Despistes;-35;-58;30/9/2022
41908;Ruta n° 25;Vuelco-Despistes;-35;-59;10/9/2022
41909;AVE GRAL ROJO;Sin determinar;;;17/9/2022
41909;AVE GRAL ROJO;Sin determinar;;;17/9/2022
41910;DIAG JUAN B TOLL;Sin determinar;;;28/9/2022
41910;DIAG JUAN B TOLL;Sin determinar;;;28/9/2022
41911;RUTA 11;Vuelco-Despistes;;;23/9/2022
41912;CLL 578;Colisión vehículo-persona;-39;-59;22/9/2022
41912;CLL 578;Colisión vehículo-persona;-39;-59;22/9/2022
41913;AVE SANTA FE;Colisión vehículo-vehículo;-34;-59;8/9/2022
41913;AVE SANTA FE;Colisión vehículo-vehículo;-34;-59;8/9/2022
41914;RUTA 11;Colisión vehículo-persona;-38;-58;10/9/2022
41914;RUTA 11;Colisión vehículo-persona;-38;-58;10/9/2022
41915;RUTA 11;Colisión vehículo-vehículo;;;25/9/2022
41915;RUTA 11;Colisión vehículo-vehículo;;;25/9/2022
41915;RUTA 11;Colisión vehículo-vehículo;;;25/9/2022
41915;RUTA 11;Colisión vehículo-vehículo;;;25/9/2022
41916;AUTOP CAMINO DEL BUEN AYRE;Colisión vehículo-objeto;;;17/9/2022
41917;YUGOSLAVIA;Colisión vehículo-vehículo;-35;-58;25/9/2022
41917;YUGOSLAVIA;Colisión vehículo-vehículo;-35;-58;25/9/2022
41918;RUTA NAC 7;Vuelco-Despistes;-35;-61;4/9/2022
41919;Camino Vecinal;Vuelco-Despistes;;;25/9/2022
41920;RUTA 228;Colisión vehículo-vehículo;;;17/9/2022
41920;RUTA 228;Colisión vehículo-vehículo;;;17/9/2022
41921;RUTA 31;Colisión vehículo-vehículo;-34;-61;1/9/2022
41921;RUTA 31;Colisión vehículo-vehículo;-34;-61;1/9/2022
41922;AUTP CAMINO DEL BUEN AYRE;Colisión vehículo-persona;;;30/9/2022
41922;AUTP CAMINO DEL BUEN AYRE;Colisión vehículo-persona;;;30/9/2022
41923;DARDO ROCHA;Colisión vehículo-vehículo;-35;-59;3/9/2022
41923;DARDO ROCHA;Colisión vehículo-vehículo;-35;-59;3/9/2022
41924;Ruta n° 7;Vuelco-Despistes;;;4/9/2022
41925;Lacroze;Colisión vehículo-vehículo;-35;-59;21/9/2022
41925;Lacroze;Colisión vehículo-vehículo;-35;-59;21/9/2022
41926;RIVADAVIA;Colisión vehículo-objeto;-35;-62;22/9/2022
41927;JUAN J PASO;Colisión vehículo-vehículo;-35;-59;21/9/2022
41927;JUAN J PASO;Colisión vehículo-vehículo;-35;-59;21/9/2022
41928;AVE DEL LIBERTADOR;Colisión vehículo-persona;-35;-59;26/9/2022
41928;AVE DEL LIBERTADOR;Colisión vehículo-persona;-35;-59;26/9/2022
41929;RUTA 6;Vuelco-Despistes;-35;-59;3/9/2022
41930;CALDERON DE L BARC;Colisión vehículo-persona;-35;-59;17/9/2022
41930;CALDERON DE L BARC;Colisión vehículo-persona;-35;-59;17/9/2022
41931;ATALIVA ROCA;Colisión vehículo-vehículo;-35;-61;21/9/2022
41931;ATALIVA ROCA;Colisión vehículo-vehículo;-35;-61;21/9/2022
41932;RUTA NAC 3;Colisión vehículo-vehículo;-35;-59;18/9/2022
41932;RUTA NAC 3;Colisión vehículo-vehículo;-35;-59;18/9/2022
41933;LAFINUR;Colisión vehículo-vehículo;-35;-58;30/9/2022
41933;LAFINUR;Colisión vehículo-vehículo;-35;-58;30/9/2022
41934;AVE DR RICARDO BALBIN;Colisión vehículo-vehículo;-35;-59;20/9/2022
41934;AVE DR RICARDO BALBIN;Colisión vehículo-vehículo;-35;-59;20/9/2022
41935;RUTA 74;Colisión vehículo-persona;-37;-57;2/9/2022
41935;RUTA 74;Colisión vehículo-persona;-37;-57;2/9/2022
41936;RUTA 51;Vuelco-Despistes;-36;-60;22/9/2022
41937;CLL  9;Colisión vehículo-persona;-35;-58;23/9/2022
41937;CLL  9;Colisión vehículo-persona;-35;-58;23/9/2022
41938;CARLOS GUIDO SPANO;Colisión vehículo-persona;-35;-59;29/9/2022
41938;CARLOS GUIDO SPANO;Colisión vehículo-persona;-35;-59;29/9/2022
41939;TRIUNVIRATO;Colisión vehículo-persona;-35;-58;28/9/2022
41939;TRIUNVIRATO;Colisión vehículo-persona;-35;-58;28/9/2022
41940;ITE CAMPOS;Colisión vehículo-persona;-35;-59;25/9/2022
41940;ITE CAMPOS;Colisión vehículo-persona;-35;-59;25/9/2022
41941;DIAG LOS TILOS;Colisión vehículo-persona;-35;-58;27/9/2022
41941;DIAG LOS TILOS;Colisión vehículo-persona;-35;-58;27/9/2022
41985;AVE LEANDRO N ALEM;Colisión vehículo-vehículo;-37;-63;24/10/2022
41985;AVE LEANDRO N ALEM;Colisión vehículo-vehículo;-37;-63;24/10/2022
41986;12;Colisión vehículo-persona;-35;-58;7/10/2022
41986;12;Colisión vehículo-persona;-35;-58;7/10/2022
41987;Av. 12 de Octubre;Colisión vehículo-persona;-35;-58;12/10/2022
41987;Av. 12 de Octubre;Colisión vehículo-persona;-35;-58;12/10/2022
41988;Au. 2;Colisión vehículo-vehículo;-35;-58;8/10/2022
41988;Au. 2;Colisión vehículo-vehículo;-35;-58;8/10/2022
41989;RUTA 46;Colisión vehículo-vehículo;-35;-60;14/10/2022
41989;RUTA 46;Colisión vehículo-vehículo;-35;-60;14/10/2022
41989;RUTA 46;Colisión vehículo-vehículo;-35;-60;14/10/2022
41989;RUTA 46;Colisión vehículo-vehículo;-35;-60;14/10/2022
41990;JACOBO LEOPARDI;Vuelco-Despistes;-35;-59;4/10/2022
41990;JACOBO LEOPARDI;Vuelco-Despistes;-35;-59;4/10/2022
41991;AGUSTIN GARCIA;Colisión vehículo-persona;-34;-59;15/10/2022
41991;AGUSTIN GARCIA;Colisión vehículo-persona;-34;-59;15/10/2022
41992;NECOCHEA;Colisión vehículo-vehículo;-37;-60;14/10/2022
41992;NECOCHEA;Colisión vehículo-vehículo;-37;-60;14/10/2022
41993;PTE AVE RUTA NAC 205-SUDAMERICA;Sin determinar;-35;-59;3/10/2022
41993;PTE AVE RUTA NAC 205-SUDAMERICA;Sin determinar;-35;-59;3/10/2022
41994;BOULOGNE SUR MER;Sin determinar;-35;-59;21/10/2022
41994;BOULOGNE SUR MER;Sin determinar;-35;-59;21/10/2022
41995;AVE ESPANA;Colisión vehículo-persona;-36;-58;10/10/2022
41995;AVE ESPANA;Colisión vehículo-persona;-36;-58;10/10/2022
41996;AUTOPISTA BS AS LP;Sin determinar;-35;-58;12/10/2022
41996;AUTOPISTA BS AS LP;Sin determinar;-35;-58;12/10/2022
41997;PTE  BERNARDINO RIVADAVIA;Colisión vehículo-vehículo;-35;-58;20/10/2022
41997;PTE  BERNARDINO RIVADAVIA;Colisión vehículo-vehículo;-35;-58;20/10/2022
41998;RUTA NAC 188;Colisión vehículo-vehículo;-34;-60;30/10/2022
41998;RUTA NAC 188;Colisión vehículo-vehículo;-34;-60;30/10/2022
41999;AU. LA PLATA - BUENOS AIRES;Vuelco-Despistes;-35;-58;2/10/2022
42000;RUTA188;Vuelco-Despistes;-35;-63;29/10/2022
42001;BUENOS AIRES;Colisión vehículo-persona;-35;-59;6/10/2022
42001;BUENOS AIRES;Colisión vehículo-persona;-35;-59;6/10/2022
42002;Calle 1;Vuelco-Despistes;-38;-58;26/10/2022
42003;SARRATEA;Colisión vehículo-vehículo;-34;-61;27/10/2022
42003;SARRATEA;Colisión vehículo-vehículo;-34;-61;27/10/2022
42004;Ex. Ruta n° 9;Colisión vehículo-vehículo;;;17/10/2022
42004;Ex. Ruta n° 9;Colisión vehículo-vehículo;;;17/10/2022
42004;Ex. Ruta n° 9;Colisión vehículo-vehículo;;;17/10/2022
42004;Ex. Ruta n° 9;Colisión vehículo-vehículo;;;17/10/2022
42005;RUTA NAC 9;Colisión vehículo-vehículo;-34;-59;3/10/2022
42005;RUTA NAC 9;Colisión vehículo-vehículo;-34;-59;3/10/2022
42006;INDEPENDENCIA;Colisión vehículo-persona;-34;-59;26/10/2022
42006;INDEPENDENCIA;Colisión vehículo-persona;-34;-59;26/10/2022
42007;RUTA NAC 205;Sin determinar;-35;-59;3/10/2022
42007;RUTA NAC 205;Sin determinar;-35;-59;3/10/2022
42008;7;Colisión vehículo-vehículo;-35;-58;20/10/2022
42008;7;Colisión vehículo-vehículo;-35;-58;20/10/2022
42008;7;Colisión vehículo-vehículo;-35;-58;20/10/2022
42009;LARTIGAU;Sin determinar;-35;-59;10/10/2022
42009;LARTIGAU;Sin determinar;-35;-59;10/10/2022
42010;RUTA 58;Colisión vehículo-persona;-35;-58;21/10/2022
42010;RUTA 58;Colisión vehículo-persona;-35;-58;21/10/2022
42011;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;20/10/2022
42011;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;20/10/2022
42012;Hipolito Irigoyen;Vuelco-Despistes;-36;-58;24/10/2022
42013;RUTA 55;Colisión vehículo-vehículo;-37;-58;1/10/2022
42013;RUTA 55;Colisión vehículo-vehículo;-37;-58;1/10/2022
42014;Monteverde;Colisión vehículo-vehículo;-35;-58;29/10/2022
42014;Monteverde;Colisión vehículo-vehículo;-35;-58;29/10/2022
42015;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;12/10/2022
42015;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;12/10/2022
42016;RUTA PROVINCIAL N° 78;Colisión vehículo-objeto;;;30/10/2022
42017;Ruta n° 65;Colisión vehículo-vehículo;;;14/10/2022
42017;Ruta n° 65;Colisión vehículo-vehículo;;;14/10/2022
42018;Vías Férreas;Colisión vehículo-persona;;;19/10/2022
42018;Vías Férreas;Colisión vehículo-persona;;;19/10/2022
42019;BELGRANO SUR;Sin determinar;-37;-58;8/10/2022
42019;BELGRANO SUR;Sin determinar;-37;-58;8/10/2022
42020;AVE PTE JUAN D PERON;Colisión vehículo-persona;-35;-59;13/10/2022
42020;AVE PTE JUAN D PERON;Colisión vehículo-persona;-35;-59;13/10/2022
42021;238;Sin determinar;;;8/10/2022
42021;238;Sin determinar;;;8/10/2022
42022;GRAL  BELGRANO;Colisión vehículo-persona;-35;-58;3/10/2022
42022;GRAL  BELGRANO;Colisión vehículo-persona;-35;-58;3/10/2022
42023;CAMILA O GORMAN;Colisión vehículo-persona;-35;-58;25/10/2022
42023;CAMILA O GORMAN;Colisión vehículo-persona;-35;-58;25/10/2022
42024;BARTOLOME MITRE;Colisión vehículo-vehículo;;;15/10/2022
42024;BARTOLOME MITRE;Colisión vehículo-vehículo;;;15/10/2022
42025;RUTA 1001;Vuelco-Despistes;;;16/10/2022
42026;AVE GAONA;Vuelco-Despistes;-35;-59;23/10/2022
42027;Vías Férreas;Colisión vehículo-persona;;;25/10/2022
42027;Vías Férreas;Colisión vehículo-persona;;;25/10/2022
42028;191;Sin determinar;-35;-58;4/10/2022
42028;191;Sin determinar;-35;-58;4/10/2022
42029;RUTA NAC 8;Vuelco-Despistes;-34;-60;3/10/2022
42030;RUTA 9;Vuelco-Despistes;-34;-59;8/10/2022
42031;Autovia nro. 02;Vuelco-Despistes;;;23/10/2022
42032;AZAMOR;Colisión vehículo-persona;-35;-58;12/10/2022
42032;AZAMOR;Colisión vehículo-persona;-35;-58;12/10/2022
42033;RUTA 65;Colisión vehículo-vehículo;-34;-61;14/10/2022
42033;RUTA 65;Colisión vehículo-vehículo;-34;-61;14/10/2022
42034;RUTA 6;Colisión vehículo-vehículo;;;27/10/2022
42034;RUTA 6;Colisión vehículo-vehículo;;;27/10/2022
42034;RUTA 6;Colisión vehículo-vehículo;;;27/10/2022
42034;RUTA 6;Colisión vehículo-vehículo;;;27/10/2022
42035;GRAL  FRIAS;Colisión vehículo-vehículo;;;10/10/2022
42035;GRAL  FRIAS;Colisión vehículo-vehículo;;;10/10/2022
42036;CARLOS PELLEGRINI;Colisión vehículo-persona;-35;-58;20/10/2022
42036;CARLOS PELLEGRINI;Colisión vehículo-persona;-35;-58;20/10/2022
42037;COLECTORA DEL ACCESO OESTE;Colisión vehículo-vehículo;-35;-59;24/10/2022
42037;COLECTORA DEL ACCESO OESTE;Colisión vehículo-vehículo;-35;-59;24/10/2022
42038;Vias Férreas;Colisión vehículo-persona;;;1/10/2022
42038;Vias Férreas;Colisión vehículo-persona;;;1/10/2022
42039;RUTA NAC 9;Colisión vehículo-vehículo;-33;-60;12/10/2022
42039;RUTA NAC 9;Colisión vehículo-vehículo;-33;-60;12/10/2022
42040;31;Sin determinar;;;5/10/2022
42040;31;Sin determinar;;;5/10/2022
42041;RUTA 11;Colisión vehículo-vehículo;-38;-58;3/10/2022
42041;RUTA 11;Colisión vehículo-vehículo;-38;-58;3/10/2022
42042;DR AVE MANUEL BELGRANO;Sin determinar;-35;-63;22/10/2022
42042;DR AVE MANUEL BELGRANO;Sin determinar;-35;-63;22/10/2022
42043;PTE  JUAN D PERON;Vuelco-Despistes;-35;-59;22/10/2022
42044;RUTA 58;Colisión vehículo-persona;-35;-58;21/10/2022
42044;RUTA 58;Colisión vehículo-persona;-35;-58;21/10/2022
42045;CLL 820;Colisión vehículo-vehículo;-35;-58;1/10/2022
42045;CLL 820;Colisión vehículo-vehículo;-35;-58;1/10/2022
42046;RUTA PROV 6;Colisión vehículo-vehículo;-34;-59;30/10/2022
42046;RUTA PROV 6;Colisión vehículo-vehículo;-34;-59;30/10/2022
42046;RUTA PROV 6;Colisión vehículo-vehículo;-34;-59;30/10/2022
42046;RUTA PROV 6;Colisión vehículo-vehículo;-34;-59;30/10/2022
42047;GRAL  PAZ;Colisión vehículo-vehículo;-35;-59;22/10/2022
42047;GRAL  PAZ;Colisión vehículo-vehículo;-35;-59;22/10/2022
42048;RUTA NACIONAL 33;Vuelco-Despistes;-38;-62;5/10/2022
42049;RUTA 46;Colisión vehículo-vehículo;;;29/10/2022
42049;RUTA 46;Colisión vehículo-vehículo;;;29/10/2022
42050;Au. Buenos Aires - La Plata;Vuelco-Despistes;-35;-58;8/10/2022
42051;RUTA 36;Colisión vehículo-vehículo;-35;-58;4/10/2022
42051;RUTA 36;Colisión vehículo-vehículo;-35;-58;4/10/2022
42052;RUTA 23;Colisión vehículo-vehículo;-36;-63;5/10/2022
42052;RUTA 23;Colisión vehículo-vehículo;-36;-63;5/10/2022
42053;AVE 9 DE JULIO;Vuelco-Despistes;-35;-59;6/10/2022
42054;SARMIENTO;Colisión vehículo-vehículo;-35;-58;6/10/2022
42054;SARMIENTO;Colisión vehículo-vehículo;-35;-58;6/10/2022
42055;DR  ARTURO ILLIA;Colisión vehículo-vehículo;-37;-62;9/10/2022
42055;DR  ARTURO ILLIA;Colisión vehículo-vehículo;-37;-62;9/10/2022
42056;SENGUEL;Sin determinar;-35;-59;6/10/2022
42056;SENGUEL;Sin determinar;-35;-59;6/10/2022
42057;RUTA 113;Vuelco-Despistes;;;10/10/2022
42058;AVE 12 DE OCTUBRE;Colisión vehículo-persona;-35;-58;12/10/2022
42058;AVE 12 DE OCTUBRE;Colisión vehículo-persona;-35;-58;12/10/2022
42059;25;Vuelco-Despistes;-35;-58;4/10/2022
42060;RUTA 31;Sin determinar;-34;-60;9/10/2022
42060;RUTA 31;Sin determinar;-34;-60;9/10/2022
42061;AVE HIPOLITO YRIGOYEN;Vuelco-Despistes;-35;-60;2/10/2022
42062;143;Colisión vehículo-vehículo;-35;-58;23/10/2022
42062;143;Colisión vehículo-vehículo;-35;-58;23/10/2022
42063;AVE OTAMENDI;Sin determinar;-35;-58;8/10/2022
42063;AVE OTAMENDI;Sin determinar;-35;-58;8/10/2022
42064;Ruta n° 32;Colisión vehículo-vehículo;;;24/10/2022
42064;Ruta n° 32;Colisión vehículo-vehículo;;;24/10/2022
42065;INDEPENDENCIA;Colisión vehículo-vehículo;-34;-59;3/10/2022
42065;INDEPENDENCIA;Colisión vehículo-vehículo;-34;-59;3/10/2022
42066;PTE AVE HIPOLITO YRIGOYEN;Colisión vehículo-vehículo;-35;-59;8/10/2022
42066;PTE AVE HIPOLITO YRIGOYEN;Colisión vehículo-vehículo;-35;-59;8/10/2022
42067;FORMOSA;Sin determinar;-35;-59;11/10/2022
42067;FORMOSA;Sin determinar;-35;-59;11/10/2022
42068;14;Sin determinar;-35;-58;20/10/2022
42068;14;Sin determinar;-35;-58;20/10/2022
42069;Au. 2;Vuelco-Despistes;;;6/10/2022
42113;RUTA 11;Vuelco-Despistes;-38;-57;13/11/2022
42114;HIPOLITO YRIGOYEN;Vuelco-Despistes;-35;-59;20/11/2022
42115;Rio Orinoco;Colisión vehículo-persona;-35;-59;19/11/2022
42115;Rio Orinoco;Colisión vehículo-persona;-35;-59;19/11/2022
42116;Au. n° 2;Colisión vehículo-persona;;;23/11/2022
42116;Au. n° 2;Colisión vehículo-persona;;;23/11/2022
42117;Vias Férreas;Colisión vehículo-persona;-35;-58;14/11/2022
42117;Vias Férreas;Colisión vehículo-persona;-35;-58;14/11/2022
42118;ESPARZA;Colisión vehículo-vehículo;-37;-57;3/11/2022
42118;ESPARZA;Colisión vehículo-vehículo;-37;-57;3/11/2022
42119;RUTA 226;Colisión vehículo-vehículo;;;10/11/2022
42119;RUTA 226;Colisión vehículo-vehículo;;;10/11/2022
42120;GRAL  O HIGGINS;Sin determinar;-35;-58;19/11/2022
42120;GRAL  O HIGGINS;Sin determinar;-35;-58;19/11/2022
42120;GRAL  O HIGGINS;Sin determinar;-35;-58;19/11/2022
42120;GRAL  O HIGGINS;Sin determinar;-35;-58;19/11/2022
42121;Camino de Cintura;Colisión vehículo-vehículo;;;12/11/2022
42121;Camino de Cintura;Colisión vehículo-vehículo;;;12/11/2022
42122;FRANKLIN D ROOSVELT;Colisión vehículo-persona;-35;-58;5/11/2022
42122;FRANKLIN D ROOSVELT;Colisión vehículo-persona;-35;-58;5/11/2022
42123;Juan de Dios Filiberto;Colisión vehículo-vehículo;-35;-59;5/11/2022
42123;Juan de Dios Filiberto;Colisión vehículo-vehículo;-35;-59;5/11/2022
42124;AVE  DE LOS CONSTITUYENTES;Colisión vehículo-vehículo;;;5/11/2022
42124;AVE  DE LOS CONSTITUYENTES;Colisión vehículo-vehículo;;;5/11/2022
42125;Ruta n° 29;Colisión vehículo-vehículo;;;11/11/2022
42125;Ruta n° 29;Colisión vehículo-vehículo;;;11/11/2022
42126;CAPDEVILA;Colisión vehículo-vehículo;-35;-59;19/11/2022
42126;CAPDEVILA;Colisión vehículo-vehículo;-35;-59;19/11/2022
42127;RUTA 3;Colisión vehículo-vehículo;;;8/11/2022
42127;RUTA 3;Colisión vehículo-vehículo;;;8/11/2022
42128;DEL MANGRULLO;Colisión vehículo-vehículo;-35;-59;18/11/2022
42128;DEL MANGRULLO;Colisión vehículo-vehículo;-35;-59;18/11/2022
42129;1;Colisión vehículo-vehículo;-35;-58;25/11/2022
42129;1;Colisión vehículo-vehículo;-35;-58;25/11/2022
42130;RUTA 41;Colisión vehículo-vehículo;-36;-58;12/11/2022
42130;RUTA 41;Colisión vehículo-vehículo;-36;-58;12/11/2022
42131;AUTP  PASCUAL PALAZZO;Vuelco-Despistes;;;26/11/2022
42132;NICARAGUA;Colisión vehículo-vehículo;;;25/11/2022
42132;NICARAGUA;Colisión vehículo-vehículo;;;25/11/2022
42133;38;Colisión vehículo-vehículo;-35;-58;5/11/2022
42133;38;Colisión vehículo-vehículo;-35;-58;5/11/2022
42134;Vias Férreas;Colisión vehículo-persona;;;12/11/2022
42134;Vias Férreas;Colisión vehículo-persona;;;12/11/2022
42135;CHARLONE;Colisión vehículo-persona;-35;-59;5/11/2022
42135;CHARLONE;Colisión vehículo-persona;-35;-59;5/11/2022
42136;RUTA 3;Colisión vehículo-vehículo;-37;-60;17/11/2022
42136;RUTA 3;Colisión vehículo-vehículo;-37;-60;17/11/2022
42137;Vías Férreas;Colisión vehículo-persona;;;3/11/2022
42137;Vías Férreas;Colisión vehículo-persona;;;3/11/2022
42138;Av. Hipolito Yrigoyen;Vuelco-Despistes;-35;-59;20/11/2022
42139;HIPOLITO YRIGOYEN;Colisión vehículo-vehículo;-36;-62;4/11/2022
42139;HIPOLITO YRIGOYEN;Colisión vehículo-vehículo;-36;-62;4/11/2022
42140;SARMIENTO;Colisión vehículo-vehículo;-35;-58;27/11/2022
42140;SARMIENTO;Colisión vehículo-vehículo;-35;-58;27/11/2022
42141;GRAL BERNARDINO RIVADAVIA;Colisión vehículo-persona;;;12/11/2022
42141;GRAL BERNARDINO RIVADAVIA;Colisión vehículo-persona;;;12/11/2022
42142;Vias Férreas;Colisión vehículo-persona;;;19/11/2022
42142;Vias Férreas;Colisión vehículo-persona;;;19/11/2022
42143;calle 835;Colisión vehículo-persona;;;12/11/2022
42143;calle 835;Colisión vehículo-persona;;;12/11/2022
42144;AVE NICOLAS AVELLANEDA;Colisión vehículo-vehículo;-35;-58;11/11/2022
42144;AVE NICOLAS AVELLANEDA;Colisión vehículo-vehículo;-35;-58;11/11/2022
42145;RUTA 9;Colisión vehículo-vehículo;-34;-59;19/11/2022
42145;RUTA 9;Colisión vehículo-vehículo;-34;-59;19/11/2022
42146;MANUEL DORREGO;Colisión vehículo-persona;-38;-58;14/11/2022
42146;MANUEL DORREGO;Colisión vehículo-persona;-38;-58;14/11/2022
42147;CIRCUNVALACION 12;Sin determinar;-35;-57;7/11/2022
42147;CIRCUNVALACION 12;Sin determinar;-35;-57;7/11/2022
42148;RUTA PROV 6;Vuelco-Despistes;-34;-59;18/11/2022
42149;Ramal Pilar (R.N. 8);Vuelco-Despistes;-34;-59;4/11/2022
42150;DR GABRIEL ARDOINO;Sin determinar;-35;-59;11/11/2022
42150;DR GABRIEL ARDOINO;Sin determinar;-35;-59;11/11/2022
42151;RUTA 226;Colisión vehículo-vehículo;;;5/11/2022
42151;RUTA 226;Colisión vehículo-vehículo;;;5/11/2022
42152;Camino Rural;Vuelco-Despistes;;;10/11/2022
42153;AVE RIVADAVIA;Vuelco-Despistes;-36;-60;19/11/2022
42154;RUTA PROVINCIAL 25;Colisión vehículo-vehículo;-34;-59;15/11/2022
42154;RUTA PROVINCIAL 25;Colisión vehículo-vehículo;-34;-59;15/11/2022
42155;RUTA NAC 51;Sin determinar;;;20/11/2022
42155;RUTA NAC 51;Sin determinar;;;20/11/2022
42156;122;Sin determinar;-35;-58;20/11/2022
42156;122;Sin determinar;-35;-58;20/11/2022
42157;CLL 532;Colisión vehículo-vehículo;;;16/11/2022
42157;CLL 532;Colisión vehículo-vehículo;;;16/11/2022
42158;ACCESO OESTE KM 52;Colisión vehículo-vehículo;-35;-59;6/11/2022
42158;ACCESO OESTE KM 52;Colisión vehículo-vehículo;-35;-59;6/11/2022
42159;RUTA 5;Colisión vehículo-vehículo;-36;-63;13/11/2022
42159;RUTA 5;Colisión vehículo-vehículo;-36;-63;13/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
42160;RUTA 29;Colisión vehículo-vehículo;;;11/11/2022
