Titulo;Descripcion;Categoria;latitud;longitud;fecha_hecho
19909;AVE SANTA FE;Sin determinar;-34;-58;7/12/2017
19910;MIGUEL CANE;Sin determinar;-34;-59;21/12/2017
19910;MIGUEL CANE;Sin determinar;-34;-59;21/12/2017
19911;AVE NICOLAS AVELLANEDA;Colisión vehículo-vehículo;-34;-59;25/12/2017
19911;AVE NICOLAS AVELLANEDA;Colisión vehículo-vehículo;-34;-59;25/12/2017
19912;SAN JOSE DE FLORES;Vuelco-Despistes;-35;-59;12/12/2017
19913;AVE ITURRASPE;Colisión vehículo-vehículo;-35;-59;24/12/2017
19913;AVE ITURRASPE;Colisión vehículo-vehículo;-35;-59;24/12/2017
19914;SUIPACHA;Colisión vehículo-persona;-35;-59;24/12/2017
19914;SUIPACHA;Colisión vehículo-persona;-35;-59;24/12/2017
19915;FRAY GUILLERMO BUTLER;Colisión vehículo-persona;-34;-59;10/12/2017
19915;FRAY GUILLERMO BUTLER;Colisión vehículo-persona;-34;-59;10/12/2017
19916;RUTA PANAMERICANA;Sin determinar;-34;-59;10/12/2017
19916;RUTA PANAMERICANA;Sin determinar;-34;-59;10/12/2017
19917;PARDO;Colisión vehículo-persona;-35;-59;13/12/2017
19917;PARDO;Colisión vehículo-persona;-35;-59;13/12/2017
19918;JULIAN AGUIRRE;Colisión vehículo-persona;-35;-59;14/12/2017
19918;JULIAN AGUIRRE;Colisión vehículo-persona;-35;-59;14/12/2017
19919;AVE PTE JUAN D PERON;Colisión vehículo-objeto;-35;-59;13/12/2017
19920;PUEYRREDON;Colisión vehículo-persona;-34;-59;16/12/2017
19920;PUEYRREDON;Colisión vehículo-persona;-34;-59;16/12/2017
19921;JOSE E URIBURU;Colisión vehículo-persona;-34;-59;30/12/2017
19921;JOSE E URIBURU;Colisión vehículo-persona;-34;-59;30/12/2017
19922;RUTA 197;Colisión vehículo-objeto;-35;-59;1/12/2017
19922;RUTA 197;Colisión vehículo-objeto;-35;-59;1/12/2017
19923;CUYO;Colisión vehículo-vehículo;-35;-59;6/12/2017
19923;CUYO;Colisión vehículo-vehículo;-35;-59;6/12/2017
19924;AVE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-59;9/12/2017
19924;AVE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-59;9/12/2017
19925;JORGE STEPHENSON;Colisión vehículo-persona;-35;-59;10/12/2017
19925;JORGE STEPHENSON;Colisión vehículo-persona;-35;-59;10/12/2017
19926;VICTORINO DE LA PLAZA;Colisión vehículo-vehículo;-35;-59;17/12/2017
19926;VICTORINO DE LA PLAZA;Colisión vehículo-vehículo;-35;-59;17/12/2017
19927;RUTA 5;Vuelco-Despistes;-35;-59;25/12/2017
19928;DEL CABESTRO;Vuelco-Despistes;-35;-59;3/12/2017
19929;FLORA;Colisión vehículo-objeto;-35;-59;10/12/2017
19930;GDOR CARLOS CASARES;Sin determinar;-35;-59;10/12/2017
19930;GDOR CARLOS CASARES;Sin determinar;-35;-59;10/12/2017
19931;SANTA ROSA;Colisión vehículo-vehículo;-35;-59;18/12/2017
19931;SANTA ROSA;Colisión vehículo-vehículo;-35;-59;18/12/2017
19931;SANTA ROSA;Colisión vehículo-vehículo;-35;-59;18/12/2017
19932;AVE RIVADAVIA;Colisión vehículo-vehículo;-35;-59;23/12/2017
19932;AVE RIVADAVIA;Colisión vehículo-vehículo;-35;-59;23/12/2017
19933;GRAL BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-59;23/12/2017
19933;GRAL BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-59;23/12/2017
19934;NAVARRO;Sin determinar;-35;-59;6/12/2017
19934;NAVARRO;Sin determinar;-35;-59;6/12/2017
19935;MARCONI;Sin determinar;-35;-59;9/12/2017
19935;MARCONI;Sin determinar;-35;-59;9/12/2017
19936;IBERA;Colisión vehículo-objeto;-35;-59;25/12/2017
19937;GOMEZ;Colisión vehículo-vehículo;-35;-59;26/12/2017
19937;GOMEZ;Colisión vehículo-vehículo;-35;-59;26/12/2017
19937;GOMEZ;Colisión vehículo-vehículo;-35;-59;26/12/2017
19938;VASCO NUNEZ DE BALBOA;Colisión vehículo-vehículo;-35;-58;23/12/2017
19938;VASCO NUNEZ DE BALBOA;Colisión vehículo-vehículo;-35;-58;23/12/2017
19939;REMEDIOS ESCALADA DE SAN MARTIN;Colisión vehículo-vehículo;-35;-58;1/12/2017
19939;REMEDIOS ESCALADA DE SAN MARTIN;Colisión vehículo-vehículo;-35;-58;1/12/2017
19940;AVE PTE JUAN D PERON;Colisión vehículo-persona;-35;-58;6/12/2017
19940;AVE PTE JUAN D PERON;Colisión vehículo-persona;-35;-58;6/12/2017
19941;CRISOLOGO LARRALDE;Colisión vehículo-persona;-35;-58;6/12/2017
19941;CRISOLOGO LARRALDE;Colisión vehículo-persona;-35;-58;6/12/2017
19942;AVE PTE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-58;29/12/2017
19942;AVE PTE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-58;29/12/2017
19943;223;Colisión vehículo-persona;;;3/12/2017
19943;223;Colisión vehículo-persona;;;3/12/2017
19944;10;Colisión vehículo-vehículo;-35;-58;2/12/2017
19944;10;Colisión vehículo-vehículo;-35;-58;2/12/2017
19945;191;Colisión vehículo-vehículo;-35;-58;3/12/2017
19945;191;Colisión vehículo-vehículo;-35;-58;3/12/2017
19945;191;Colisión vehículo-vehículo;-35;-58;3/12/2017
19946;19;Colisión vehículo-objeto;-35;-58;15/12/2017
19947;ALMIRANTE BROWN;Colisión vehículo-vehículo;-35;-58;25/12/2017
19947;ALMIRANTE BROWN;Colisión vehículo-vehículo;-35;-58;25/12/2017
19948;RUTA 11;Vuelco-Despistes;-35;-58;29/12/2017
19949;CAMINO GENERAL BELGRANO;Vuelco-Despistes;-35;-58;2/12/2017
19949;CAMINO GENERAL BELGRANO;Vuelco-Despistes;-35;-58;2/12/2017
19950;CLL 223;Colisión vehículo-vehículo;-35;-58;5/12/2017
19950;CLL 223;Colisión vehículo-vehículo;-35;-58;5/12/2017
19951;MOSCONI;Colisión vehículo-vehículo;-35;-58;16/12/2017
19951;MOSCONI;Colisión vehículo-vehículo;-35;-58;16/12/2017
19952;AVE TTEG JUAN D PERON;Colisión vehículo-vehículo;-35;-58;20/12/2017
19952;AVE TTEG JUAN D PERON;Colisión vehículo-vehículo;-35;-58;20/12/2017
19953;12 DE OCTUBRE;Colisión vehículo-persona;-35;-58;22/12/2017
19953;12 DE OCTUBRE;Colisión vehículo-persona;-35;-58;22/12/2017
19954;AGUSTIN PEDEMONTE;Colisión vehículo-vehículo;-35;-58;25/12/2017
19954;AGUSTIN PEDEMONTE;Colisión vehículo-vehículo;-35;-58;25/12/2017
19955;MONSERRAT;Colisión vehículo-vehículo;-35;-58;25/12/2017
19955;MONSERRAT;Colisión vehículo-vehículo;-35;-58;25/12/2017
19956;HIPOLITO IRIGOYEN;Colisión vehículo-persona;-35;-58;28/12/2017
19956;HIPOLITO IRIGOYEN;Colisión vehículo-persona;-35;-58;28/12/2017
22128;CHAÑARAL;Colisión vehículo-persona;-35;-68;9/9/2017
22128;CHAÑARAL;Colisión vehículo-persona;-35;-68;9/9/2017
14614;ruta nacional 3;Colisión vehículo-objeto;-52;-69;14/1/2018
14614;ruta nacional 3;Colisión vehículo-objeto;-52;-69;14/1/2018
14618;RUTA PROVINCIAL N° 221;Colisión vehículo-persona;;;27/1/2018
14618;RUTA PROVINCIAL N° 221;Colisión vehículo-persona;;;27/1/2018
14619;HUMADA RAMELLA;Colisión vehículo-vehículo;-28;-56;20/1/2018
14619;HUMADA RAMELLA;Colisión vehículo-vehículo;-28;-56;20/1/2018
14626;Ruta Nacional 12;Colisión vehículo-vehículo;-26;-55;22/1/2018
14626;Ruta Nacional 12;Colisión vehículo-vehículo;-26;-55;22/1/2018
14648;RUTA PROVINCIAL Nº 2;Vuelco-Despistes;;;8/1/2018
14648;RUTA PROVINCIAL Nº 2;Vuelco-Despistes;;;8/1/2018
14649;RUTA PROVINCIAL Nº 5;Colisión vehículo-vehículo;;;7/1/2018
14649;RUTA PROVINCIAL Nº 5;Colisión vehículo-vehículo;;;7/1/2018
14651;AVD JUAN DGO PERON;Vuelco-Despistes;-26;-55;16/1/2018
14651;AVD JUAN DGO PERON;Vuelco-Despistes;-26;-55;16/1/2018
14652;AVDA LOS PIONEROS;Colisión vehículo-vehículo;-26;-55;14/1/2018
14652;AVDA LOS PIONEROS;Colisión vehículo-vehículo;-26;-55;14/1/2018
14653;RUTA NACIONAL 101;Vuelco-Despistes;-26;-55;12/1/2018
14653;RUTA NACIONAL 101;Vuelco-Despistes;-26;-55;12/1/2018
14693;lavalle;Colisión vehículo-vehículo;-52;-69;2/2/2018
14693;lavalle;Colisión vehículo-vehículo;-52;-69;2/2/2018
14694;av tulo llamosa;Vuelco-Despistes;;;13/1/2018
14695;av. tulo llamosa;Colisión vehículo-persona;;;18/1/2018
14695;av. tulo llamosa;Colisión vehículo-persona;;;18/1/2018
14696;rotonda;Colisión vehículo-vehículo;;;15/1/2018
14696;rotonda;Colisión vehículo-vehículo;;;15/1/2018
14697;151;Vuelco-Despistes;;;10/1/2018
14698;SANTO DOMINGO;Colisión vehículo-objeto;-29;-70;30/1/2018
14698;SANTO DOMINGO;Colisión vehículo-objeto;-29;-70;30/1/2018
14699;AVENIDA RIOJA;Colisión vehículo-vehículo;;;20/1/2018
14699;AVENIDA RIOJA;Colisión vehículo-vehículo;;;20/1/2018
14720;mitre;Colisión vehículo-vehículo;-27;-56;4/1/2018
14720;mitre;Colisión vehículo-vehículo;-27;-56;4/1/2018
14721;costanera;Vuelco-Despistes;;;7/1/2018
14753;Ruta Pcial 13;Colisión vehículo-vehículo;-32;-62;
14753;Ruta Pcial 13;Colisión vehículo-vehículo;-32;-62;
14754;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-61;
14754;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-61;
14755;26 de Enero;Colisión vehículo-vehículo;-31;-61;
14755;26 de Enero;Colisión vehículo-vehículo;-31;-61;
14756;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
14756;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
14756;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
14756;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
14756;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
14757;Zurbriggen;Colisión vehículo-persona;-31;-61;
14757;Zurbriggen;Colisión vehículo-persona;-31;-61;
14758;Candelaria;Colisión vehículo-persona;-33;-61;
14758;Candelaria;Colisión vehículo-persona;-33;-61;
14759;Ruta Pcial S22 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
14759;Ruta Pcial S22 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
14760;Aborígenes Argentinos;Colisión vehículo-vehículo;-33;-61;
14760;Aborígenes Argentinos;Colisión vehículo-vehículo;-33;-61;
14761;Ruta Pcial S22 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
14761;Ruta Pcial S22 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
14762;Mongsfeld;Vuelco-Despistes;-33;-61;
14762;Mongsfeld;Vuelco-Despistes;-33;-61;
14763;Av. Pte. Perón;Sin determinar;-33;-61;
14763;Av. Pte. Perón;Sin determinar;-33;-61;
14764;Ruta Nac. Nº 8;Colisión vehículo-vehículo;-34;-62;
14764;Ruta Nac. Nº 8;Colisión vehículo-vehículo;-34;-62;
14765;Ruta  Nac. N° 33;Colisión vehículo-persona;;;
14765;Ruta  Nac. N° 33;Colisión vehículo-persona;;;
14766;Ruta Pcial N°14;Vuelco-Despistes;;;
14766;Ruta Pcial N°14;Vuelco-Despistes;;;
14767;RUTA PROVINCIAL Nº1;Vuelco-Despistes;-29;-60;
14767;RUTA PROVINCIAL Nº1;Vuelco-Despistes;-29;-60;
14768;CAMINO COMUNAL;Otro;;;
14768;CAMINO COMUNAL;Otro;;;
14769;AUTOPISTA NACIONAL Nº9;Colisión vehículo-vehículo;;;
14769;AUTOPISTA NACIONAL Nº9;Colisión vehículo-vehículo;;;
14770;RUTA NACIONAL Nº 9;Colisión vehículo-vehículo;;;
14770;RUTA NACIONAL Nº 9;Colisión vehículo-vehículo;;;
14771;AUTOPISTA NACIONAL Nº9;Colisión vehículo-vehículo;;;
14771;AUTOPISTA NACIONAL Nº9;Colisión vehículo-vehículo;;;
14772;ruta 6;Colisión vehículo-vehículo;-31;-61;
14772;ruta 6;Colisión vehículo-vehículo;-31;-61;
14773;ruta 6;Colisión vehículo-vehículo;-31;-61;
14773;ruta 6;Colisión vehículo-vehículo;-31;-61;
14774;Ruta Nac. 95;Colisión vehículo-vehículo;-29;-62;
14774;Ruta Nac. 95;Colisión vehículo-vehículo;-29;-62;
14775;RUTA PCIAL Nº 17;Colisión vehículo-vehículo;;;
14775;RUTA PCIAL Nº 17;Colisión vehículo-vehículo;;;
14776;Ruta Provincial 36s;Colisión vehículo-persona;-30;-60;
14776;Ruta Provincial 36s;Colisión vehículo-persona;-30;-60;
14777;ruta nac 11;Colisión vehículo-vehículo;-31;-61;
14777;ruta nac 11;Colisión vehículo-vehículo;-31;-61;
14778;RUTA NAC. 11;Colisión vehículo-vehículo;-33;-61;
14778;RUTA NAC. 11;Colisión vehículo-vehículo;-33;-61;
14779;FALUCHO;Colisión vehículo-vehículo;-33;-61;
14779;FALUCHO;Colisión vehículo-vehículo;-33;-61;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14780;RUTA PROVINCIAL RP 25;Colisión vehículo-vehículo;;;
14781;RUTA NAC. Nº 11;Colisión vehículo-vehículo;;;
14781;RUTA NAC. Nº 11;Colisión vehículo-vehículo;;;
14781;RUTA NAC. Nº 11;Colisión vehículo-vehículo;;;
14782;Av 7 jefes;Colisión vehículo-vehículo;-32;-61;
14782;Av 7 jefes;Colisión vehículo-vehículo;-32;-61;
14783;Gorriti;Colisión vehículo-persona;-32;-61;
14783;Gorriti;Colisión vehículo-persona;-32;-61;
14784;115;Colisión vehículo-vehículo;;;20/1/2018
14784;115;Colisión vehículo-vehículo;;;20/1/2018
14785;ruta 40;Colisión vehículo-vehículo;-32;-69;13/1/2018
14785;ruta 40;Colisión vehículo-vehículo;-32;-69;13/1/2018
14786;ANACLETO GIL;Colisión vehículo-vehículo;-32;-69;7/1/2018
14786;ANACLETO GIL;Colisión vehículo-vehículo;-32;-69;7/1/2018
14821;RUTA 40;Colisión vehículo-vehículo;-32;-69;25/1/2018
14821;RUTA 40;Colisión vehículo-vehículo;-32;-69;25/1/2018
14827;saavedra;Colisión vehículo-persona;;;14/1/2018
14827;saavedra;Colisión vehículo-persona;;;14/1/2018
14831;IGNACIO DE LA ROZA;Colisión vehículo-vehículo;-32;-69;20/1/2018
14831;IGNACIO DE LA ROZA;Colisión vehículo-vehículo;-32;-69;20/1/2018
14834;JUAN CORTI;Colisión vehículo-persona;-46;-68;7/1/2018
14834;JUAN CORTI;Colisión vehículo-persona;-46;-68;7/1/2018
14835;RUTA NAC 40;Colisión vehículo-vehículo;-42;-71;10/1/2018
14835;RUTA NAC 40;Colisión vehículo-vehículo;-42;-71;10/1/2018
14836;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;17/1/2018
14836;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;17/1/2018
14836;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;17/1/2018
14836;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;17/1/2018
14836;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;17/1/2018
14837;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;30/1/2018
14837;RUTA NAC. 3;Colisión vehículo-vehículo;-43;-65;30/1/2018
14858;ruta nacional 40;Vuelco-Despistes;-52;-72;21/2/2018
14858;ruta nacional 40;Vuelco-Despistes;-52;-72;21/2/2018
14859;RUTA NACIONAL N° 40;Colisión vehículo-vehículo;;;1/1/2018
14859;RUTA NACIONAL N° 40;Colisión vehículo-vehículo;;;1/1/2018
14861;RUTA NACIONAL 68;Colisión vehículo-vehículo;-25;-65;5/1/2018
14861;RUTA NACIONAL 68;Colisión vehículo-vehículo;-25;-65;5/1/2018
14862;RUTA NACIONAL 34;Colisión vehículo-persona;-23;-64;5/1/2018
14862;RUTA NACIONAL 34;Colisión vehículo-persona;-23;-64;5/1/2018
14864;simon bolivar;Colisión vehículo-vehículo;-47;-69;2/2/2018
14864;simon bolivar;Colisión vehículo-vehículo;-47;-69;2/2/2018
14864;simon bolivar;Colisión vehículo-vehículo;-47;-69;2/2/2018
14873;LAS 600 HECTAREAS;Vuelco-Despistes;;;17/2/2018
14874;Av. Aconcagua;Colisión vehículo-persona;-27;-55;26/2/2018
14874;Av. Aconcagua;Colisión vehículo-persona;-27;-55;26/2/2018
14875;RUTA NACIONAL 22;Colisión vehículo-vehículo;-39;-68;13/1/2018
14875;RUTA NACIONAL 22;Colisión vehículo-vehículo;-39;-68;13/1/2018
14876;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-38;-69;1/1/2018
14876;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-38;-69;1/1/2018
14877;RUTA PROVINCIAL 7;Colisión vehículo-objeto;-39;-68;21/1/2018
14877;RUTA PROVINCIAL 7;Colisión vehículo-objeto;-39;-68;21/1/2018
14878;RUTA PROVINCIAL 3;Colisión vehículo-vehículo;-28;-55;5/2/2018
14878;RUTA PROVINCIAL 3;Colisión vehículo-vehículo;-28;-55;5/2/2018
14917;EX RUTA 234;Colisión vehículo-vehículo;;;21/1/2018
14917;EX RUTA 234;Colisión vehículo-vehículo;;;21/1/2018
14926;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;19/1/2018
14926;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;19/1/2018
14926;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;19/1/2018
14926;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;19/1/2018
14927;RUTA NACIONAL 234;Colisión vehículo-persona;;;14/1/2018
14927;RUTA NACIONAL 234;Colisión vehículo-persona;;;14/1/2018
14931;RUTA NACIONAL 237;Colisión vehículo-vehículo;-40;-70;6/1/2018
14931;RUTA NACIONAL 237;Colisión vehículo-vehículo;-40;-70;6/1/2018
14931;RUTA NACIONAL 237;Colisión vehículo-vehículo;-40;-70;6/1/2018
14934;RUTA NACIONAL 231;Vuelco-Despistes;;;29/1/2018
14935;RUTA 13;Colisión vehículo-vehículo;-39;-71;9/1/2018
14935;RUTA 13;Colisión vehículo-vehículo;-39;-71;9/1/2018
14936;RUTA PROVINCIAL 10;Vuelco-Despistes;-38;-70;1/1/2018
14983;RUTA NACIONAL 40;Colisión vehículo-vehículo;-40;-71;3/1/2018
14983;RUTA NACIONAL 40;Colisión vehículo-vehículo;-40;-71;3/1/2018
14984;independencia;Colisión vehículo-vehículo;-46;-68;24/1/2018
14984;independencia;Colisión vehículo-vehículo;-46;-68;24/1/2018
14985;SAN LORENZO;Colisión vehículo-vehículo;-26;-59;12/2/2018
14985;SAN LORENZO;Colisión vehículo-vehículo;-26;-59;12/2/2018
14986;RUTA NACIONAL 86;Vuelco-Despistes;-24;-60;14/2/2018
14986;RUTA NACIONAL 86;Vuelco-Despistes;-24;-60;14/2/2018
14987;RUTA NACIONAL 81;Vuelco-Despistes;-24;-62;14/2/2018
14987;RUTA NACIONAL 81;Vuelco-Despistes;-24;-62;14/2/2018
14988;CAMINO VECINAL;Colisión vehículo-vehículo;;;16/2/2018
14988;CAMINO VECINAL;Colisión vehículo-vehículo;;;16/2/2018
14989;ESTABLECIMIENTO SAN NICOLAS;Colisión vehículo-vehículo;;;25/2/2018
14989;ESTABLECIMIENTO SAN NICOLAS;Colisión vehículo-vehículo;;;25/2/2018
14989;ESTABLECIMIENTO SAN NICOLAS;Colisión vehículo-vehículo;;;25/2/2018
14990;RUTA NACIONAL 81;Vuelco-Despistes;-25;-60;27/2/2018
14990;RUTA NACIONAL 81;Vuelco-Despistes;-25;-60;27/2/2018
14991;SOLANO LIMA;Colisión vehículo-vehículo;-26;-58;25/2/2018
14991;SOLANO LIMA;Colisión vehículo-vehículo;-26;-58;25/2/2018
14994;Av. Circunvalacion 25 de Mayo;Vuelco-Despistes;-33;-61;
14994;Av. Circunvalacion 25 de Mayo;Vuelco-Despistes;-33;-61;
14995;Ruta Pcial. S 34;Colisión vehículo-vehículo;;;
14995;Ruta Pcial. S 34;Colisión vehículo-vehículo;;;
14995;Ruta Pcial. S 34;Colisión vehículo-vehículo;;;
14996;Superi;Colisión vehículo-vehículo;-33;-61;
14996;Superi;Colisión vehículo-vehículo;-33;-61;
14997;Ruta Nacional AO12;Colisión vehículo-persona;-33;-61;
14997;Ruta Nacional AO12;Colisión vehículo-persona;-33;-61;
14998;Av. Juan Jose Paso;Colisión vehículo-persona;-33;-61;
14998;Av. Juan Jose Paso;Colisión vehículo-persona;-33;-61;
14999;Blas Parera;Colisión vehículo-vehículo;-32;-61;
14999;Blas Parera;Colisión vehículo-vehículo;-32;-61;
15000;Avellaneda;Colisión vehículo-vehículo;-31;-61;
15000;Avellaneda;Colisión vehículo-vehículo;-31;-61;
15001;Dr. Gallardo;Vuelco-Despistes;;;
15001;Dr. Gallardo;Vuelco-Despistes;;;
15002;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
15002;Ruta Nacional 34;Colisión vehículo-vehículo;-31;-62;
15003;RUTA Nº1;Vuelco-Despistes;-31;-60;
15003;RUTA Nº1;Vuelco-Despistes;-31;-60;
15004;RUTA NAC. 33;Colisión vehículo-vehículo;-34;-63;
15004;RUTA NAC. 33;Colisión vehículo-vehículo;-34;-63;
15004;RUTA NAC. 33;Colisión vehículo-vehículo;-34;-63;
15005;RUTA S 10;Colisión vehículo-persona;;;
15005;RUTA S 10;Colisión vehículo-persona;;;
15006;CASEROS;Colisión vehículo-vehículo;-30;-61;
15006;CASEROS;Colisión vehículo-vehículo;-30;-61;
15007;AVDA VICENTE CASARES;Colisión vehículo-persona;-30;-62;
15007;AVDA VICENTE CASARES;Colisión vehículo-persona;-30;-62;
15008;Ruta Provincial N° 1;Vuelco-Despistes;;;
15009;Ruta Nacional N° 11;Vuelco-Despistes;;;
15009;Ruta Nacional N° 11;Vuelco-Despistes;;;
15009;Ruta Nacional N° 11;Vuelco-Despistes;;;
15010;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;
15010;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;
15010;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;
15010;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;
15011;CAMINO RURAL;Vuelco-Despistes;;;
15012;Av. Jorge Ortiz;Vuelco-Despistes;-32;-62;
15013;Ruta Pcial. 66;Vuelco-Despistes;-32;-62;
15014;Ruta Pcial. 13;Colisión vehículo-persona;-32;-62;
15014;Ruta Pcial. 13;Colisión vehículo-persona;-32;-62;
15015;Ruta Nacional 34;Colisión vehículo-vehículo;-32;-62;
15015;Ruta Nacional 34;Colisión vehículo-vehículo;-32;-62;
15015;Ruta Nacional 34;Colisión vehículo-vehículo;-32;-62;
15015;Ruta Nacional 34;Colisión vehículo-vehículo;-32;-62;
15016;Ruta Pcial. 13;Colisión vehículo-vehículo;-32;-62;
15016;Ruta Pcial. 13;Colisión vehículo-vehículo;-32;-62;
15057;ruta nacional N°86;Colisión vehículo-objeto;;;1/1/2018
15057;ruta nacional N°86;Colisión vehículo-objeto;;;1/1/2018
15058;la heras;Colisión vehículo-vehículo;-26;-58;4/1/2018
15058;la heras;Colisión vehículo-vehículo;-26;-58;4/1/2018
15059;Av gendarmeria Nacional;Colisión vehículo-objeto;-26;-58;13/1/2018
15059;Av gendarmeria Nacional;Colisión vehículo-objeto;-26;-58;13/1/2018
15060;ruta nacional N° 11;Colisión vehículo-vehículo;;;14/1/2018
15060;ruta nacional N° 11;Colisión vehículo-vehículo;;;14/1/2018
15061;ruta nacional N°86;Colisión vehículo-vehículo;-25;-58;18/1/2018
15061;ruta nacional N°86;Colisión vehículo-vehículo;-25;-58;18/1/2018
15062;Av gendarmeria Nacional;Colisión vehículo-objeto;-26;-58;18/1/2018
15062;Av gendarmeria Nacional;Colisión vehículo-objeto;-26;-58;18/1/2018
15063;AV.25 de Mayo;Colisión vehículo-vehículo;-25;-58;11/1/2018
15063;AV.25 de Mayo;Colisión vehículo-vehículo;-25;-58;11/1/2018
15064;AV.LAUREANO MARADONA;Colisión vehículo-persona;-26;-58;25/1/2018
15064;AV.LAUREANO MARADONA;Colisión vehículo-persona;-26;-58;25/1/2018
15065;Av san martin;Colisión vehículo-vehículo;-25;-58;28/1/2018
15065;Av san martin;Colisión vehículo-vehículo;-25;-58;28/1/2018
15066;ENTRE RIOS;Colisión vehículo-persona;-26;-58;29/1/2018
15066;ENTRE RIOS;Colisión vehículo-persona;-26;-58;29/1/2018
15093;BAJADA DE MAIDA;Vuelco-Despistes;;;2/2/2018
15094;RUTA NACIONAL 22;Colisión vehículo-vehículo;-39;-68;23/2/2018
15094;RUTA NACIONAL 22;Colisión vehículo-vehículo;-39;-68;23/2/2018
15095;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;14/2/2018
15095;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;14/2/2018
15095;RUTA PROVINCIAL 7;Colisión vehículo-vehículo;-39;-68;14/2/2018
15096;RUTA PROVINCIAL 6;Colisión vehículo-objeto;-37;-69;9/2/2018
15097;RUTA 21;Vuelco-Despistes;;;26/2/2018
15097;RUTA 21;Vuelco-Despistes;;;26/2/2018
15098;Ruta Provincial N° 4;Colisión vehículo-vehículo;;;7/1/2018
15098;Ruta Provincial N° 4;Colisión vehículo-vehículo;;;7/1/2018
15099;Ruta Provincial N° 33;Colisión vehículo-persona;;;19/1/2018
15099;Ruta Provincial N° 33;Colisión vehículo-persona;;;19/1/2018
15100;BENAVIDEZ;Colisión vehículo-vehículo;-32;-69;24/2/2018
15100;BENAVIDEZ;Colisión vehículo-vehículo;-32;-69;24/2/2018
15100;BENAVIDEZ;Colisión vehículo-vehículo;-32;-69;24/2/2018
15101;PAULA ALBARRACIN DE SARMIENTO;Colisión vehículo-vehículo;-32;-69;7/2/2018
15101;PAULA ALBARRACIN DE SARMIENTO;Colisión vehículo-vehículo;-32;-69;7/2/2018
15102;ruta provincial 288;Vuelco-Despistes;-50;-69;11/3/2018
15102;ruta provincial 288;Vuelco-Despistes;-50;-69;11/3/2018
15103;Pacifico Arques - a 100 mt. Ruta Nacional N° 40;Vuelco-Despistes;;;14/1/2018
15103;Pacifico Arques - a 100 mt. Ruta Nacional N° 40;Vuelco-Despistes;;;14/1/2018
15106;Ruta Nacional N° 38;Vuelco-Despistes;;;15/1/2018
15106;Ruta Nacional N° 38;Vuelco-Despistes;;;15/1/2018
15106;Ruta Nacional N° 38;Vuelco-Despistes;;;15/1/2018
15111;Ruta Nacional N° 38;Colisión vehículo-vehículo;;;24/1/2018
15111;Ruta Nacional N° 38;Colisión vehículo-vehículo;;;24/1/2018
15111;Ruta Nacional N° 38;Colisión vehículo-vehículo;;;24/1/2018
15113;1;Colisión vehículo-vehículo;-35;-64;23/2/2018
15113;1;Colisión vehículo-vehículo;-35;-64;23/2/2018
