Titulo;Descripcion;Categoría;latitud;longitud;fecha del hecho;;;;;
9780;Colisión vehículo-persona;Accidente automovilistico;-35;-58;11/7/2018;;;;;
9781;Colisión vehículo-persona;Accidente automovilistico;-35;-58;11/7/2018;;;;;
9782;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/7/2018;;;;;
9783;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/7/2018;;;;;
9784;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;14/7/2018;;;;;
9785;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;14/7/2018;;;;;
9786;Colisión vehículo-persona;Accidente automovilistico;-35;-58;29/7/2018;;;;;
9787;Colisión vehículo-persona;Accidente automovilistico;-35;-58;29/7/2018;;;;;
9788;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;11/7/2018;;;;;
9789;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;11/7/2018;;;;;
9790;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;16/7/2018;;;;;
9791;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;16/7/2018;;;;;
9792;Colisión vehículo-persona;Accidente automovilistico;-35;-59;23/7/2018;;;;;
9793;Colisión vehículo-persona;Accidente automovilistico;-35;-59;23/7/2018;;;;;
9794;Colisión vehículo-persona;Accidente automovilistico;-35;-59;25/7/2018;;;;;
9795;Colisión vehículo-persona;Accidente automovilistico;-35;-59;25/7/2018;;;;;
9796;Colisión vehículo-persona;Accidente automovilistico;-35;-58;15/7/2018;;;;;
9797;Colisión vehículo-persona;Accidente automovilistico;-35;-58;15/7/2018;;;;;
9798;Colisión vehículo-persona;Accidente automovilistico;-35;-58;20/8/2018;;;;;
9799;Colisión vehículo-persona;Accidente automovilistico;-35;-58;20/8/2018;;;;;
9800;Colisión vehículo-persona;Accidente automovilistico;2;-76;3/8/2018;;;;;
9801;Colisión vehículo-persona;Accidente automovilistico;2;-76;3/8/2018;;;;;
9802;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;3/8/2018;;;;;
9803;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;3/8/2018;;;;;
9804;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;3/8/2018;;;;;
9805;Colisión vehículo-persona;Accidente automovilistico;-35;-58;17/8/2018;;;;;
9806;Colisión vehículo-persona;Accidente automovilistico;-35;-58;17/8/2018;;;;;
9807;Colisión vehículo-persona;Accidente automovilistico;-35;-58;15/8/2018;;;;;
9808;Colisión vehículo-persona;Accidente automovilistico;-35;-58;15/8/2018;;;;;
9809;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;2/8/2018;;;;;
9810;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;2/8/2018;;;;;
9811;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;18/8/2018;;;;;
9812;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;18/8/2018;;;;;
9813;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;18/8/2018;;;;;
9814;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;18/8/2018;;;;;
9815;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;18/8/2018;;;;;
9816;Colisión vehículo-persona;Accidente automovilistico;-35;-58;31/8/2018;;;;;
9817;Colisión vehículo-persona;Accidente automovilistico;-35;-58;31/8/2018;;;;;
9818;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/8/2018;;;;;
9819;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/8/2018;;;;;
9820;Colisión vehículo-persona;Accidente automovilistico;-35;-58;10/8/2018;;;;;
9821;Colisión vehículo-persona;Accidente automovilistico;-35;-58;10/8/2018;;;;;
9822;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;19/8/2018;;;;;
9823;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;19/8/2018;;;;;
9824;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;17/8/2018;;;;;
9825;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;17/8/2018;;;;;
9826;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;20/8/2018;;;;;
9827;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;20/8/2018;;;;;
9828;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;23/8/2018;;;;;
9829;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;23/8/2018;;;;;
9830;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;21/9/2018;;;;;
9831;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;21/9/2018;;;;;
9832;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/9/2018;;;;;
9833;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/9/2018;;;;;
9834;Colisión vehículo-persona;Accidente automovilistico;-35;-58;27/9/2018;;;;;
9835;Colisión vehículo-persona;Accidente automovilistico;-35;-58;27/9/2018;;;;;
9836;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;9/9/2018;;;;;
9837;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;9/9/2018;;;;;
9838;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;9/9/2018;;;;;
9839;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;2/9/2018;;;;;
9840;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;2/9/2018;;;;;
9841;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;21/9/2018;;;;;
9842;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;21/9/2018;;;;;
9843;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;21/9/2018;;;;;
9844;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;9/10/2018;;;;;
9845;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;9/10/2018;;;;;
9846;Colisión vehículo-persona;Accidente automovilistico;-35;-58;10/10/2018;;;;;
9847;Colisión vehículo-persona;Accidente automovilistico;-35;-58;10/10/2018;;;;;
9848;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;30/10/2018;;;;;
9849;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;30/10/2018;;;;;
9850;Colisión vehículo-persona;Accidente automovilistico;-35;-58;6/10/2018;;;;;
9851;Colisión vehículo-persona;Accidente automovilistico;-35;-58;6/10/2018;;;;;
9852;Vuelco-Despistes;Accidente automovilistico;-35;-58;1/10/2018;;;;;
9853;Colisión vehículo-persona;Accidente automovilistico;-35;-58;3/10/2018;;;;;
9854;Colisión vehículo-persona;Accidente automovilistico;-35;-58;3/10/2018;;;;;
9855;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;19/10/2018;;;;;
9856;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;19/10/2018;;;;;
9857;Colisión vehículo-persona;Accidente automovilistico;-35;-59;31/10/2018;;;;;
9858;Colisión vehículo-persona;Accidente automovilistico;-35;-59;31/10/2018;;;;;
9859;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;25/10/2018;;;;;
9860;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;25/10/2018;;;;;
9861;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;4/10/2018;;;;;
9862;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;4/10/2018;;;;;
9863;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;24/10/2018;;;;;
9864;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;24/10/2018;;;;;
9865;Colisión vehículo-persona;Accidente automovilistico;-35;-58;5/11/2018;;;;;
9866;Colisión vehículo-persona;Accidente automovilistico;-35;-58;5/11/2018;;;;;
9867;Colisión vehículo-persona;Accidente automovilistico;-35;-58;16/11/2018;;;;;
9868;Colisión vehículo-persona;Accidente automovilistico;-35;-58;16/11/2018;;;;;
9869;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;12/11/2018;;;;;
9870;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;12/11/2018;;;;;
9871;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/11/2018;;;;;
9872;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;1/11/2018;;;;;
9873;Colisión vehículo-persona;Accidente automovilistico;-35;-58;5/11/2018;;;;;
9874;Colisión vehículo-persona;Accidente automovilistico;-35;-58;5/11/2018;;;;;
9875;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;12/11/2018;;;;;
9876;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;12/11/2018;;;;;
9877;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;15/11/2018;;;;;
9878;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;15/11/2018;;;;;
9879;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;15/11/2018;;;;;
9880;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;25/11/2018;;;;;
9881;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;25/11/2018;;;;;
9882;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;25/11/2018;;;;;
9883;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;18/11/2018;;;;;
9884;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;18/11/2018;;;;;
9885;Vuelco-Despistes;Accidente automovilistico;-35;-58;4/11/2018;;;;;
9886;Colisión vehículo-persona;Accidente automovilistico;-35;-58;9/11/2018;;;;;
9887;Colisión vehículo-persona;Accidente automovilistico;-35;-58;9/11/2018;;;;;
9888;Colisión vehículo-persona;Accidente automovilistico;-35;-58;9/11/2018;;;;;
9889;Colisión vehículo-persona;Accidente automovilistico;-35;-58;9/11/2018;;;;;
9890;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;28/11/2018;;;;;
9891;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;28/11/2018;;;;;
9892;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;7/12/2018;;;;;
9893;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;7/12/2018;;;;;
9894;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;22/12/2018;;;;;
9895;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;22/12/2018;;;;;
9896;Colisión vehículo-vehículo;Accidente automovilistico;2;-76;18/12/2018;;;;;
9897;Colisión vehículo-vehículo;Accidente automovilistico;2;-76;18/12/2018;;;;;
9898;Colisión vehículo-persona;Accidente automovilistico;-35;-58;18/12/2018;;;;;
9899;Colisión vehículo-persona;Accidente automovilistico;-35;-58;18/12/2018;;;;;
9900;Colisión vehículo-persona;Accidente automovilistico;-35;-58;22/12/2018;;;;;
9901;Colisión vehículo-persona;Accidente automovilistico;-35;-58;22/12/2018;;;;;
9902;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/12/2018;;;;;
9903;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/12/2018;;;;;
9904;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/12/2018;;;;;
9905;Colisión vehículo-persona;Accidente automovilistico;-35;-58;12/12/2018;;;;;
9906;Colisión vehículo-persona;Accidente automovilistico;-35;-58;18/12/2018;;;;;
9907;Colisión vehículo-persona;Accidente automovilistico;-35;-58;18/12/2018;;;;;
9908;Vuelco-Despistes;Accidente automovilistico;-35;-58;22/12/2018;;;;;
9909;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;3/12/2018;;;;;
9910;Colisión vehículo-vehículo;Accidente automovilistico;-35;-58;3/12/2018;;;;;
9911;Colisión vehículo-persona;Accidente automovilistico;-35;-59;21/12/2018;;;;;
9912;Colisión vehículo-persona;Accidente automovilistico;-35;-59;21/12/2018;;;;;
9913;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;25/12/2018;;;;;
9914;Colisión vehículo-vehículo;Accidente automovilistico;-35;-59;25/12/2018;;;;;
9915;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;10/6/2018;;;;;
9916;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;10/6/2018;;;;;
9917;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;10/6/2018;;;;;
9918;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;10/6/2018;;;;;
9919;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;10/6/2018;;;;;
9920;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;2/2/2018;;;;;
9921;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;2/2/2018;;;;;
9922;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;2/2/2018;;;;;
9923;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;2/2/2018;;;;;
9924;Colisión vehículo-vehículo;Accidente automovilistico;-29;-58;2/1/2019;;;;;
9925;Colisión vehículo-vehículo;Accidente automovilistico;-29;-58;2/1/2019;;;;;
9926;Colisión vehículo-vehículo;Accidente automovilistico;-29;-58;2/1/2019;;;;;
9927;Colisión vehículo-vehículo;Accidente automovilistico;-29;-58;2/1/2019;;;;;
9928;Colisión vehículo-vehículo;Accidente automovilistico;-29;-58;2/1/2019;;;;;
9929;Colisión vehículo-persona;Accidente automovilistico;-26;-55;4/1/2019;;;;;
9930;Colisión vehículo-persona;Accidente automovilistico;-26;-55;4/1/2019;;;;;
9931;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;20/1/2019;;;;;
9932;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;20/1/2019;;;;;
9933;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;10/1/2019;;;;;
9934;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;10/1/2019;;;;;
9935;Vuelco-Despistes;Accidente automovilistico;-26;-58;1/1/2019;;;;;
9936;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9937;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9938;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9939;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9940;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9941;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;13/1/2019;;;;;
9942;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;5/1/2019;;;;;
9943;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;5/1/2019;;;;;
9944;Colisión vehículo-persona;Accidente automovilistico;-39;-68;14/1/2019;;;;;
9945;Colisión vehículo-persona;Accidente automovilistico;-39;-68;14/1/2019;;;;;
9946;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;1/1/2019;;;;;
9947;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;1/1/2019;;;;;
9948;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;1/1/2019;;;;;
9949;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;1/1/2019;;;;;
9950;Colisión vehículo-vehículo;Accidente automovilistico;-38;-69;13/1/2019;;;;;
9951;Colisión vehículo-vehículo;Accidente automovilistico;-38;-69;13/1/2019;;;;;
9952;Vuelco-Despistes;Accidente automovilistico;-39;-70;11/1/2019;;;;;
9953;Vuelco-Despistes;Accidente automovilistico;-39;-70;11/1/2019;;;;;
9954;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;4/1/2019;;;;;
9955;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;4/1/2019;;;;;
9956;Vuelco-Despistes;Accidente automovilistico;-28;-66;1/1/2019;;;;;
9957;Vuelco-Despistes;Accidente automovilistico;-28;-66;1/1/2019;;;;;
9958;Colisión vehículo-objeto;Accidente automovilistico;-28;-68;2/1/2019;;;;;
9959;Colisión vehículo-objeto;Accidente automovilistico;-28;-68;2/1/2019;;;;;
9960;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;17/1/2019;;;;;
9961;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;17/1/2019;;;;;
9962;Colisión vehículo-persona;Accidente automovilistico;-31;-58;5/1/2019;;;;;
9963;Colisión vehículo-persona;Accidente automovilistico;-31;-58;5/1/2019;;;;;
9964;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;13/1/2019;;;;;
9965;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;13/1/2019;;;;;
9966;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9967;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9968;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9969;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9970;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9971;Vuelco-Despistes;Accidente automovilistico;-34;-59;5/1/2019;;;;;
9972;Vuelco-Despistes;Accidente automovilistico;-33;-59;12/1/2019;;;;;
9973;Vuelco-Despistes;Accidente automovilistico;-33;-59;12/1/2019;;;;;
9974;Vuelco-Despistes;Accidente automovilistico;-34;-59;27/1/2019;;;;;
9975;Vuelco-Despistes;Accidente automovilistico;-34;-59;27/1/2019;;;;;
9976;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;22/1/2019;;;;;
9977;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;22/1/2019;;;;;
9978;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;18/1/2019;;;;;
9979;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;18/1/2019;;;;;
9980;Colisión vehículo-vehículo;Accidente automovilistico;-33;-60;30/1/2019;;;;;
9981;Colisión vehículo-vehículo;Accidente automovilistico;-33;-60;30/1/2019;;;;;
9982;Colisión vehículo-objeto;Accidente automovilistico;-33;-60;16/1/2019;;;;;
9983;Colisión vehículo-objeto;Accidente automovilistico;-33;-60;16/1/2019;;;;;
9984;Colisión vehículo-objeto;Accidente automovilistico;-33;-60;16/1/2019;;;;;
9985;Colisión vehículo-objeto;Accidente automovilistico;-33;-60;16/1/2019;;;;;
9986;Vuelco-Despistes;Accidente automovilistico;-32;-59;20/1/2019;;;;;
9987;Vuelco-Despistes;Accidente automovilistico;-32;-59;20/1/2019;;;;;
9988;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;17/1/2019;;;;;
9989;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;17/1/2019;;;;;
9990;Colisión vehículo-vehículo;Accidente automovilistico;-32;-62;15/1/2019;;;;;
9991;Colisión vehículo-vehículo;Accidente automovilistico;-32;-62;15/1/2019;;;;;
9992;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;2/1/2019;;;;;
9993;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;2/1/2019;;;;;
9994;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;6/1/2019;;;;;
9995;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;6/1/2019;;;;;
9996;Colisión vehículo-vehículo;Accidente automovilistico;-33;-62;11/1/2019;;;;;
9997;Colisión vehículo-vehículo;Accidente automovilistico;-33;-62;11/1/2019;;;;;
9998;Vuelco-Despistes;Accidente automovilistico;-31;-61;5/1/2019;;;;;
9999;Colisión vehículo-persona;Accidente automovilistico;-33;-61;14/1/2019;;;;;
10000;Colisión vehículo-persona;Accidente automovilistico;-33;-61;14/1/2019;;;;;
10001;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;24/1/2019;;;;;
10002;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;24/1/2019;;;;;
10003;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;24/1/2019;;;;;
10004;Vuelco-Despistes;Accidente automovilistico;-33;-61;27/1/2019;;;;;
10005;Vuelco-Despistes;Accidente automovilistico;-33;-61;27/1/2019;;;;;
10006;Colisión vehículo-persona;Accidente automovilistico;-33;-61;27/1/2019;;;;;
10007;Colisión vehículo-persona;Accidente automovilistico;-33;-61;27/1/2019;;;;;
10008;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;30/1/2019;;;;;
10009;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;30/1/2019;;;;;
10010;Vuelco-Despistes;Accidente automovilistico;-26;-55;24/2/2019;;;;;
10011;Vuelco-Despistes;Accidente automovilistico;-26;-55;24/2/2019;;;;;
10012;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;24/2/2019;;;;;
10013;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;24/2/2019;;;;;
10014;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;1/2/2019;;;;;
10015;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;1/2/2019;;;;;
10016;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;1/2/2019;;;;;
10017;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;10/2/2019;;;;;
10018;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;18/2/2019;;;;;
10019;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;18/2/2019;;;;;
10020;Vuelco-Despistes;Accidente automovilistico;-37;-70;17/1/2019;;;;;
10021;Vuelco-Despistes;Accidente automovilistico;-37;-70;17/1/2019;;;;;
10022;Colisión vehículo-vehículo;Accidente automovilistico;-25;-60;15/2/2019;;;;;
10023;Colisión vehículo-vehículo;Accidente automovilistico;-25;-60;15/2/2019;;;;;
10024;Colisión vehículo-vehículo;Accidente automovilistico;-26;-58;19/2/2019;;;;;
10025;Colisión vehículo-objeto;Accidente automovilistico;-32;-62;13/1/2019;;;;;
10026;Colisión vehículo-vehículo;Accidente automovilistico;-32;-68;16/1/2019;;;;;
10027;Colisión vehículo-vehículo;Accidente automovilistico;-32;-68;16/1/2019;;;;;
10028;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;13/1/2019;;;;;
10029;Vuelco-Despistes;Accidente automovilistico;-32;-69;11/1/2019;;;;;
10030;Vuelco-Despistes;Accidente automovilistico;-32;-69;11/1/2019;;;;;
10031;Vuelco-Despistes;Accidente automovilistico;-52;-69;7/2/2019;;;;;
10032;Vuelco-Despistes;Accidente automovilistico;-52;-69;7/2/2019;;;;;
10033;Vuelco-Despistes;Accidente automovilistico;-52;-72;5/2/2019;;;;;
10034;Vuelco-Despistes;Accidente automovilistico;-52;-72;5/2/2019;;;;;
10035;Colisión vehículo-vehículo;Accidente automovilistico;-31;-69;4/2/2019;;;;;
10036;Colisión vehículo-vehículo;Accidente automovilistico;-31;-69;4/2/2019;;;;;
10037;Colisión vehículo-vehículo;Accidente automovilistico;-40;-69;8/2/2019;;;;;
10038;Colisión vehículo-vehículo;Accidente automovilistico;-40;-69;8/2/2019;;;;;
10039;Colisión vehículo-vehículo;Accidente automovilistico;-40;-69;8/2/2019;;;;;
10040;Colisión vehículo-vehículo;Accidente automovilistico;-40;-69;8/2/2019;;;;;
10041;Vuelco-Despistes;Accidente automovilistico;-39;-69;20/2/2019;;;;;
10042;Colisión vehículo-objeto;Accidente automovilistico;-46;-68;17/2/2019;;;;;
10043;Colisión vehículo-objeto;Accidente automovilistico;-46;-68;17/2/2019;;;;;
10044;Vuelco-Despistes;Accidente automovilistico;-26;-55;17/3/2019;;;;;
10045;Vuelco-Despistes;Accidente automovilistico;-26;-55;17/3/2019;;;;;
10046;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;18/3/2019;;;;;
10047;Colisión vehículo-vehículo;Accidente automovilistico;-46;-68;18/3/2019;;;;;
10048;Vuelco-Despistes;Accidente automovilistico;-28;-55;19/3/2019;;;;;
10049;Vuelco-Despistes;Accidente automovilistico;-26;-58;10/3/2019;;;;;
10050;Vuelco-Despistes;Accidente automovilistico;-26;-58;10/3/2019;;;;;
10051;Colisión vehículo-vehículo;Accidente automovilistico;-26;-58;30/3/2019;;;;;
10052;Colisión vehículo-vehículo;Accidente automovilistico;-26;-58;30/3/2019;;;;;
10053;Colisión vehículo-persona;Accidente automovilistico;-32;-69;22/1/2019;;;;;
10054;Colisión vehículo-persona;Accidente automovilistico;-32;-69;22/1/2019;;;;;
10055;Vuelco-Despistes;Accidente automovilistico;-28;-56;31/3/2019;;;;;
10056;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;31/3/2019;;;;;
10057;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;31/3/2019;;;;;
10058;Colisión vehículo-vehículo;Accidente automovilistico;-29;-59;17/1/2019;;;;;
10059;Colisión vehículo-vehículo;Accidente automovilistico;-29;-59;17/1/2019;;;;;
10060;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;13/2/2019;;;;;
10061;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;13/2/2019;;;;;
10062;Vuelco-Despistes;Accidente automovilistico;-33;-59;15/2/2019;;;;;
10063;Vuelco-Despistes;Accidente automovilistico;-33;-59;15/2/2019;;;;;
10064;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;12/2/2019;;;;;
10065;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;12/2/2019;;;;;
10066;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;12/2/2019;;;;;
10067;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;12/2/2019;;;;;
10068;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10069;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10070;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10071;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10072;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10073;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10074;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10075;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;15/2/2019;;;;;
10076;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;15/2/2019;;;;;
10077;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;15/2/2019;;;;;
10078;Colisión vehículo-vehículo;Accidente automovilistico;-30;-59;22/2/2019;;;;;
10079;Colisión vehículo-vehículo;Accidente automovilistico;-30;-59;22/2/2019;;;;;
10080;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;1/2/2019;;;;;
10081;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;1/2/2019;;;;;
10082;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;2/2/2019;;;;;
10083;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;2/2/2019;;;;;
10084;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;9/2/2019;;;;;
10085;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;9/2/2019;;;;;
10086;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;9/2/2019;;;;;
10087;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;9/2/2019;;;;;
10088;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;15/2/2019;;;;;
10089;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;15/2/2019;;;;;
10090;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;15/2/2019;;;;;
10091;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;15/2/2019;;;;;
10092;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;17/2/2019;;;;;
10093;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;17/2/2019;;;;;
10094;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;17/2/2019;;;;;
10095;Colisión vehículo-vehículo;Accidente automovilistico;-33;-59;17/2/2019;;;;;
