Titulo;Descripcion;Categoría;latitud;longitud;fecha del hecho;;;;;
1016;Vuelco-Despistes;Accidente automovilistico;-32;-65;7/7/2017;;;;;
1017;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;25/8/2017;;;;;
1018;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;25/8/2017;;;;;
1019;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;12/8/2017;;;;;
1020;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;12/8/2017;;;;;
1021;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;4/9/2017;;;;;
1022;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;4/9/2017;;;;;
1023;Vuelco-Despistes;Accidente automovilistico;-32;-65;9/9/2017;;;;;
1024;Vuelco-Despistes;Accidente automovilistico;-32;-65;9/9/2017;;;;;
1025;Vuelco-Despistes;Accidente automovilistico;-33;-66;14/10/2017;;;;;
1026;Vuelco-Despistes;Accidente automovilistico;-33;-66;14/10/2017;;;;;
1027;Vuelco-Despistes;Accidente automovilistico;-33;-66;14/10/2017;;;;;
1028;Vuelco-Despistes;Accidente automovilistico;-33;-66;14/10/2017;;;;;
1029;Vuelco-Despistes;Accidente automovilistico;-33;-66;15/10/2017;;;;;
1030;Vuelco-Despistes;Accidente automovilistico;-33;-66;15/10/2017;;;;;
1031;Vuelco-Despistes;Accidente automovilistico;-34;-66;15/10/2017;;;;;
1032;Vuelco-Despistes;Accidente automovilistico;-34;-66;15/10/2017;;;;;
1033;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;23/10/2017;;;;;
1034;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;23/10/2017;;;;;
1035;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;17/10/2017;;;;;
1036;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;17/10/2017;;;;;
1037;Colisión vehículo-vehículo;Accidente automovilistico;-35;-66;29/10/2017;;;;;
1038;Colisión vehículo-vehículo;Accidente automovilistico;-35;-66;29/10/2017;;;;;
1039;Colisión vehículo-vehículo;Accidente automovilistico;-32;-65;5/10/2017;;;;;
1040;Colisión vehículo-vehículo;Accidente automovilistico;-32;-65;5/10/2017;;;;;
1041;Sin determinar;Accidente automovilistico;-33;-65;16/11/2017;;;;;
1042;Sin determinar;Accidente automovilistico;-33;-65;16/11/2017;;;;;
1043;Sin determinar;Accidente automovilistico;-35;-65;8/11/2017;;;;;
1044;Sin determinar;Accidente automovilistico;-35;-65;8/11/2017;;;;;
1045;Vuelco-Despistes;Accidente automovilistico;-33;-66;26/12/2017;;;;;
1046;Vuelco-Despistes;Accidente automovilistico;-33;-66;26/12/2017;;;;;
1047;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;17/12/2017;;;;;
1048;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;17/12/2017;;;;;
1049;Vuelco-Despistes;Accidente automovilistico;-33;-66;18/12/2017;;;;;
1050;Vuelco-Despistes;Accidente automovilistico;-33;-66;18/12/2017;;;;;
1051;Colisión vehículo-objeto;Accidente automovilistico;-33;-66;23/12/2017;;;;;
1052;Colisión vehículo-objeto;Accidente automovilistico;-33;-66;23/12/2017;;;;;
1053;Colisión vehículo-persona;Accidente automovilistico;-24;-65;2/1/2017;;;;;
1054;Colisión vehículo-persona;Accidente automovilistico;-24;-65;2/1/2017;;;;;
1055;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1056;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1057;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1058;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1059;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1060;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;23/1/2017;;;;;
1061;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;20/2/2017;;;;;
1062;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;20/2/2017;;;;;
1063;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;5/2/2017;;;;;
1064;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;5/2/2017;;;;;
1065;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;5/2/2017;;;;;
1066;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;5/2/2017;;;;;
1067;Vuelco-Despistes;Accidente automovilistico;-23;-66;18/3/2017;;;;;
1068;Vuelco-Despistes;Accidente automovilistico;-23;-66;18/3/2017;;;;;
1069;Vuelco-Despistes;Accidente automovilistico;-23;-66;18/3/2017;;;;;
1070;Vuelco-Despistes;Accidente automovilistico;-23;-66;18/3/2017;;;;;
1071;Vuelco-Despistes;Accidente automovilistico;-23;-66;19/3/2017;;;;;
1072;Vuelco-Despistes;Accidente automovilistico;-23;-66;19/3/2017;;;;;
1073;Vuelco-Despistes;Accidente automovilistico;-23;-66;19/3/2017;;;;;
1074;Vuelco-Despistes;Accidente automovilistico;-23;-66;19/3/2017;;;;;
1075;Colisión vehículo-objeto;Accidente automovilistico;-23;-66;20/3/2017;;;;;
1076;Colisión vehículo-objeto;Accidente automovilistico;-23;-66;20/3/2017;;;;;
1077;Colisión vehículo-objeto;Accidente automovilistico;-23;-66;20/3/2017;;;;;
1078;Colisión vehículo-objeto;Accidente automovilistico;-23;-66;20/3/2017;;;;;
1079;Colisión vehículo-persona;Accidente automovilistico;-24;-65;25/3/2017;;;;;
1080;Colisión vehículo-persona;Accidente automovilistico;-24;-65;25/3/2017;;;;;
1081;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;31/3/2017;;;;;
1082;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;31/3/2017;;;;;
1083;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;31/3/2017;;;;;
1084;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;31/3/2017;;;;;
1085;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/3/2017;;;;;
1086;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/3/2017;;;;;
1087;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;24/4/2017;;;;;
1088;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;24/4/2017;;;;;
1089;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;1/4/2017;;;;;
1090;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;1/4/2017;;;;;
1091;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;28/4/2017;;;;;
1092;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;28/4/2017;;;;;
1093;Colisión vehículo-persona;Accidente automovilistico;-24;-65;4/5/2017;;;;;
1094;Colisión vehículo-persona;Accidente automovilistico;-24;-65;4/5/2017;;;;;
1095;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/5/2017;;;;;
1096;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/5/2017;;;;;
1097;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;29/5/2017;;;;;
1098;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;29/5/2017;;;;;
1099;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/6/2017;;;;;
1100;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/6/2017;;;;;
1101;Colisión vehículo-persona;Accidente automovilistico;-24;-65;10/6/2017;;;;;
1102;Colisión vehículo-persona;Accidente automovilistico;-24;-65;10/6/2017;;;;;
1103;Colisión vehículo-persona;Accidente automovilistico;-24;-65;24/6/2017;;;;;
1104;Colisión vehículo-persona;Accidente automovilistico;-24;-65;24/6/2017;;;;;
1105;Colisión vehículo-persona;Accidente automovilistico;-24;-65;29/7/2017;;;;;
1106;Colisión vehículo-persona;Accidente automovilistico;-24;-65;29/7/2017;;;;;
1107;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;1/7/2017;;;;;
1108;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;1/7/2017;;;;;
1109;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;6/7/2017;;;;;
1110;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;6/7/2017;;;;;
1111;Colisión vehículo-persona;Accidente automovilistico;-24;-65;12/7/2017;;;;;
1112;Colisión vehículo-persona;Accidente automovilistico;-24;-65;12/7/2017;;;;;
1113;Vuelco-Despistes;Accidente automovilistico;-23;-66;5/8/2017;;;;;
1114;Vuelco-Despistes;Accidente automovilistico;-23;-66;5/8/2017;;;;;
1115;Vuelco-Despistes;Accidente automovilistico;-22;-66;13/8/2017;;;;;
1116;Vuelco-Despistes;Accidente automovilistico;-22;-66;13/8/2017;;;;;
1117;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;27/8/2017;;;;;
1118;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;27/8/2017;;;;;
1119;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;5/9/2017;;;;;
1120;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;5/9/2017;;;;;
1121;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;20/9/2017;;;;;
1122;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;20/9/2017;;;;;
1123;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;20/9/2017;;;;;
1124;Vuelco-Despistes;Accidente automovilistico;-24;-65;2/9/2017;;;;;
1125;Vuelco-Despistes;Accidente automovilistico;-24;-65;2/9/2017;;;;;
1126;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;3/9/2017;;;;;
1127;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;3/9/2017;;;;;
1128;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;10/9/2017;;;;;
1129;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;10/9/2017;;;;;
1130;Vuelco-Despistes;Accidente automovilistico;-24;-65;8/10/2017;;;;;
1131;Vuelco-Despistes;Accidente automovilistico;-24;-65;8/10/2017;;;;;
1132;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;25/11/2017;;;;;
1133;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;25/11/2017;;;;;
1134;Colisión vehículo-persona;Accidente automovilistico;-24;-65;5/11/2017;;;;;
1135;Colisión vehículo-persona;Accidente automovilistico;-24;-65;5/11/2017;;;;;
1136;Colisión vehículo-persona;Accidente automovilistico;-24;-65;2/11/2017;;;;;
1137;Colisión vehículo-persona;Accidente automovilistico;-24;-65;2/11/2017;;;;;
1138;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/11/2017;;;;;
1139;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/11/2017;;;;;
1140;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;10/11/2017;;;;;
1141;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;10/11/2017;;;;;
1142;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;10/11/2017;;;;;
1143;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;10/11/2017;;;;;
1144;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;26/11/2017;;;;;
1145;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;26/11/2017;;;;;
1146;Colisión vehículo-objeto;Accidente automovilistico;-24;-65;3/11/2017;;;;;
1147;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/12/2017;;;;;
1148;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/12/2017;;;;;
1149;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;15/12/2017;;;;;
1150;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;15/12/2017;;;;;
1151;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;28/12/2017;;;;;
1152;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;28/12/2017;;;;;
1153;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;21/12/2017;;;;;
1154;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;21/12/2017;;;;;
1155;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;24/12/2017;;;;;
1156;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;24/12/2017;;;;;
1157;Vuelco-Despistes;Accidente automovilistico;-39;-65;1/1/2017;;;;;
1158;Vuelco-Despistes;Accidente automovilistico;-39;-65;1/1/2017;;;;;
1159;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;7/1/2017;;;;;
1160;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;7/1/2017;;;;;
1161;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;9/1/2017;;;;;
1162;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;9/1/2017;;;;;
1163;Vuelco-Despistes;Accidente automovilistico;-42;-65;17/1/2017;;;;;
1164;Vuelco-Despistes;Accidente automovilistico;-42;-65;17/1/2017;;;;;
1165;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;19/2/2017;;;;;
1166;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;19/2/2017;;;;;
1167;Vuelco-Despistes;Accidente automovilistico;-39;-65;18/2/2017;;;;;
1168;Vuelco-Despistes;Accidente automovilistico;-39;-65;18/2/2017;;;;;
1169;Colisión vehículo-vehículo;Accidente automovilistico;-42;-72;19/2/2017;;;;;
1170;Colisión vehículo-vehículo;Accidente automovilistico;-42;-72;19/2/2017;;;;;
1171;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;3/2/2017;;;;;
1172;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;3/2/2017;;;;;
1173;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;14/2/2017;;;;;
1174;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;14/2/2017;;;;;
1175;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/2/2017;;;;;
1176;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/2/2017;;;;;
1177;Vuelco-Despistes;Accidente automovilistico;-39;-68;2/2/2017;;;;;
1178;Vuelco-Despistes;Accidente automovilistico;-39;-68;2/2/2017;;;;;
1179;Colisión vehículo-vehículo;Accidente automovilistico;-39;-64;17/2/2017;;;;;
1180;Colisión vehículo-vehículo;Accidente automovilistico;-39;-64;17/2/2017;;;;;
1181;Vuelco-Despistes;Accidente automovilistico;-39;-68;20/3/2017;;;;;
1182;Vuelco-Despistes;Accidente automovilistico;-39;-68;20/3/2017;;;;;
1183;Colisión vehículo-vehículo;Accidente automovilistico;-39;-66;20/3/2017;;;;;
1184;Colisión vehículo-vehículo;Accidente automovilistico;-39;-66;20/3/2017;;;;;
1185;Vuelco-Despistes;Accidente automovilistico;-41;-63;26/3/2017;;;;;
1186;Vuelco-Despistes;Accidente automovilistico;-41;-63;26/3/2017;;;;;
1187;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/4/2017;;;;;
1188;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/4/2017;;;;;
1189;Vuelco-Despistes;Accidente automovilistico;-41;-71;2/4/2017;;;;;
1190;Vuelco-Despistes;Accidente automovilistico;-41;-71;2/4/2017;;;;;
1191;Colisión vehículo-persona;Accidente automovilistico;-39;-68;22/4/2017;;;;;
1192;Colisión vehículo-persona;Accidente automovilistico;-39;-68;22/4/2017;;;;;
1193;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;5/4/2017;;;;;
1194;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;5/4/2017;;;;;
1195;Colisión vehículo-persona;Accidente automovilistico;-39;-68;11/5/2017;;;;;
1196;Colisión vehículo-persona;Accidente automovilistico;-39;-68;11/5/2017;;;;;
1197;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/5/2017;;;;;
1198;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/5/2017;;;;;
1199;Colisión vehículo-persona;Accidente automovilistico;-39;-68;8/5/2017;;;;;
1200;Colisión vehículo-persona;Accidente automovilistico;-39;-68;8/5/2017;;;;;
1201;Colisión vehículo-vehículo;Accidente automovilistico;-42;-72;4/5/2017;;;;;
1202;Colisión vehículo-vehículo;Accidente automovilistico;-42;-72;4/5/2017;;;;;
1203;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;4/6/2017;;;;;
1204;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;4/6/2017;;;;;
1205;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;25/6/2017;;;;;
1206;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;25/6/2017;;;;;
1207;Colisión vehículo-persona;Accidente automovilistico;-41;-71;20/6/2017;;;;;
1208;Colisión vehículo-persona;Accidente automovilistico;-41;-71;20/6/2017;;;;;
1209;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;24/6/2017;;;;;
1210;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;24/6/2017;;;;;
1211;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;14/6/2017;;;;;
1212;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;14/6/2017;;;;;
1213;Colisión vehículo-vehículo;Accidente automovilistico;-40;-65;4/6/2017;;;;;
1214;Colisión vehículo-vehículo;Accidente automovilistico;-40;-65;4/6/2017;;;;;
1215;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;14/6/2017;;;;;
1216;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;14/6/2017;;;;;
1217;Vuelco-Despistes;Accidente automovilistico;-39;-68;12/6/2017;;;;;
1218;Vuelco-Despistes;Accidente automovilistico;-39;-68;12/6/2017;;;;;
1219;Vuelco-Despistes;Accidente automovilistico;-40;-68;13/6/2017;;;;;
1220;Vuelco-Despistes;Accidente automovilistico;-40;-68;13/6/2017;;;;;
1221;Colisión vehículo-objeto;Accidente automovilistico;-40;-66;9/6/2017;;;;;
1222;Colisión vehículo-objeto;Accidente automovilistico;-40;-66;9/6/2017;;;;;
1223;Colisión vehículo-vehículo;Accidente automovilistico;-40;-66;29/6/2017;;;;;
1224;Colisión vehículo-vehículo;Accidente automovilistico;-40;-66;29/6/2017;;;;;
1225;Colisión vehículo-vehículo;Accidente automovilistico;-41;-63;8/6/2017;;;;;
1226;Colisión vehículo-vehículo;Accidente automovilistico;-41;-63;8/6/2017;;;;;
1227;Colisión vehículo-vehículo;Accidente automovilistico;-41;-63;21/6/2017;;;;;
1228;Colisión vehículo-vehículo;Accidente automovilistico;-41;-63;21/6/2017;;;;;
1229;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;1/7/2017;;;;;
1230;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;1/7/2017;;;;;
1231;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;14/7/2017;;;;;
1232;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;14/7/2017;;;;;
1233;Vuelco-Despistes;Accidente automovilistico;-41;-70;10/7/2017;;;;;
1234;Vuelco-Despistes;Accidente automovilistico;-41;-70;10/7/2017;;;;;
1235;Colisión vehículo-persona;Accidente automovilistico;-41;-71;30/8/2017;;;;;
1236;Colisión vehículo-persona;Accidente automovilistico;-41;-71;30/8/2017;;;;;
1237;Vuelco-Despistes;Accidente automovilistico;-39;-67;19/8/2017;;;;;
1238;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;12/8/2017;;;;;
1239;Vuelco-Despistes;Accidente automovilistico;-39;-68;30/8/2017;;;;;
1240;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;21/8/2017;;;;;
1241;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;13/9/2017;;;;;
1242;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;13/9/2017;;;;;
1243;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;9/9/2017;;;;;
1244;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;9/9/2017;;;;;
1245;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;10/9/2017;;;;;
1246;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;10/9/2017;;;;;
1247;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;11/9/2017;;;;;
1248;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;11/9/2017;;;;;
1249;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;26/9/2017;;;;;
1250;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;26/9/2017;;;;;
1251;Colisión vehículo-persona;Accidente automovilistico;-41;-63;10/9/2017;;;;;
1252;Colisión vehículo-persona;Accidente automovilistico;-41;-63;10/9/2017;;;;;
1253;Vuelco-Despistes;Accidente automovilistico;-38;-68;12/10/2017;;;;;
1254;Vuelco-Despistes;Accidente automovilistico;-38;-68;12/10/2017;;;;;
1255;Vuelco-Despistes;Accidente automovilistico;-38;-68;22/10/2017;;;;;
1256;Vuelco-Despistes;Accidente automovilistico;-38;-68;22/10/2017;;;;;
1257;Vuelco-Despistes;Accidente automovilistico;-39;-64;16/10/2017;;;;;
1258;Vuelco-Despistes;Accidente automovilistico;-39;-64;16/10/2017;;;;;
1259;Vuelco-Despistes;Accidente automovilistico;-41;-66;8/10/2017;;;;;
1260;Vuelco-Despistes;Accidente automovilistico;-41;-66;8/10/2017;;;;;
1261;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;5/11/2017;;;;;
1262;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;5/11/2017;;;;;
1263;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;4/11/2017;;;;;
1264;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;4/11/2017;;;;;
1265;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;6/11/2017;;;;;
1266;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;6/11/2017;;;;;
1267;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;1/11/2017;;;;;
1268;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;1/11/2017;;;;;
1269;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;5/11/2017;;;;;
1270;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;5/11/2017;;;;;
1271;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;30/12/2017;;;;;
1272;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;10/12/2017;;;;;
1273;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;10/12/2017;;;;;
1274;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;11/12/2017;;;;;
1275;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;11/12/2017;;;;;
1276;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;30/12/2017;;;;;
1277;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;30/12/2017;;;;;
1278;Colisión vehículo-persona;Accidente automovilistico;-41;-65;14/12/2017;;;;;
1279;Colisión vehículo-persona;Accidente automovilistico;-41;-65;14/12/2017;;;;;
1280;Colisión vehículo-vehículo;Accidente automovilistico;-26;-62;26/1/2017;;;;;
1281;Colisión vehículo-persona;Accidente automovilistico;-28;-64;11/1/2017;;;;;
1282;Colisión vehículo-persona;Accidente automovilistico;-28;-64;11/1/2017;;;;;
1283;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;20/1/2017;;;;;
1284;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;20/1/2017;;;;;
1285;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;8/1/2017;;;;;
1286;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;8/1/2017;;;;;
1287;Colisión vehículo-vehículo;Accidente automovilistico;-30;-64;18/1/2017;;;;;
1288;Colisión vehículo-vehículo;Accidente automovilistico;-30;-64;18/1/2017;;;;;
1289;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;15/1/2017;;;;;
1290;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;15/1/2017;;;;;
1291;Vuelco-Despistes;Accidente automovilistico;-28;-64;29/1/2017;;;;;
1292;Vuelco-Despistes;Accidente automovilistico;-28;-64;29/1/2017;;;;;
1293;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/1/2017;;;;;
1294;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/1/2017;;;;;
1295;Vuelco-Despistes;Accidente automovilistico;-28;-64;13/2/2017;;;;;
1296;Vuelco-Despistes;Accidente automovilistico;-28;-64;13/2/2017;;;;;
1297;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;28/2/2017;;;;;
1298;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;28/2/2017;;;;;
1299;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/2/2017;;;;;
1300;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/2/2017;;;;;
1301;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;4/2/2017;;;;;
1302;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;4/2/2017;;;;;
1303;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;5/2/2017;;;;;
1304;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;5/2/2017;;;;;
1305;Colisión vehículo-persona;Accidente automovilistico;-28;-64;5/2/2017;;;;;
1306;Colisión vehículo-persona;Accidente automovilistico;-28;-64;5/2/2017;;;;;
1307;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;11/2/2017;;;;;
1308;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;11/2/2017;;;;;
1309;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/2/2017;;;;;
1310;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/2/2017;;;;;
1311;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/2/2017;;;;;
1312;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/2/2017;;;;;
1313;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;5/2/2017;;;;;
1314;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;5/2/2017;;;;;
1315;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;19/2/2017;;;;;
1316;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;19/2/2017;;;;;
1317;Colisión vehículo-persona;Accidente automovilistico;-28;-64;24/2/2017;;;;;
1318;Colisión vehículo-persona;Accidente automovilistico;-28;-64;24/2/2017;;;;;
1319;Vuelco-Despistes;Accidente automovilistico;-26;-64;1/3/2017;;;;;
1320;Vuelco-Despistes;Accidente automovilistico;-26;-64;1/3/2017;;;;;
1321;Otro;Accidente automovilistico;-28;-64;9/3/2017;;;;;
1322;Otro;Accidente automovilistico;-28;-64;9/3/2017;;;;;
1323;Vuelco-Despistes;Accidente automovilistico;-29;-64;21/3/2017;;;;;
1324;Vuelco-Despistes;Accidente automovilistico;-29;-64;21/3/2017;;;;;
1325;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;22/3/2017;;;;;
1326;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;22/3/2017;;;;;
1327;Colisión vehículo-vehículo;Accidente automovilistico;-29;-64;28/3/2017;;;;;
1328;Colisión vehículo-vehículo;Accidente automovilistico;-29;-64;28/3/2017;;;;;
1329;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;7/4/2017;;;;;
1330;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;7/4/2017;;;;;
1331;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;22/4/2017;;;;;
1332;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;22/4/2017;;;;;
1333;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;26/4/2017;;;;;
